,Molecule ChEMBL ID,Smiles,Standard Value
99,CHEMBL299672,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCCC1,3.13
100,CHEMBL1209739,COc1ccc(S(=O)(=O)NCC(c2ccccc2)N2CCCCCC2)cc1,3.13
106,CHEMBL217904,COc1ccc(COC(=O)N2CCC(CNc3ncccn3)CC2)cc1,3.14
110,CHEMBL2171015,O=C(NS(=O)(=O)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1)c1ccccc1,2.14
111,CHEMBL1224139,NC(=O)c1cc(F)cc(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc2ccccc2)c1,2.14
123,CHEMBL1223457,Cc1cc2n[nH]c(=O)n2c2cc(-c3ccccc3CO)ccc12,3.18
124,CHEMBL2012857,Nc1cc2n[nH]c(=O)n2c2cc(-c3ccsc3)ccc12,3.18
136,CHEMBL1630130,O=C(CCN1CCCCC1)Nc1ccc(-c2cccn3c(=O)cc(N4CCOCC4)nc23)c2sc3ccccc3c12,2.9
137,CHEMBL196516,Clc1ccc(-c2c[nH]nn2)cc1,2.97
138,CHEMBL2059867,Cc1nc(-c2ccc(C)c(NC(=O)c3ccc(OCc4ccccn4)cc3)c2)c[nH]1,2.97
139,CHEMBL480200,Cc1ccc(NC(=O)c2cccc(N(C)C)c2)cc1C(=O)Nc1cccnc1,3.01
140,CHEMBL264026,CC[S+]([O-])c1ncccc1C1(O)CCN(CC23CC(c4ccccc42)c2ccccc23)CC1,2.0
141,CHEMBL101473,Cc1cnc(Nc2ccc(OCC(O)CN(C)C)cc2)nc1Nc1ccccc1,2.0
142,CHEMBL300846,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1c[nH]c2ccc(NC(=O)CC3CCCC3)cc12,2.0
143,CHEMBL388337,O=c1[nH]n(Cc2cc3ccccc3s2)c(=O)c2c(=O)c3ccc(Cl)cc3[nH]c12,2.0
144,CHEMBL595122,CCS(=O)(=O)c1ccc(Oc2cc3nc(-c4ccccn4)[nH]c3cc2CN2C(=O)CCC2=O)cc1,2.0
145,CHEMBL2035033,NC1(c2ccc(-c3c(-c4ccccc4)ccn4ccnc34)cc2)CCC1,2.0
146,CHEMBL1916085,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N(C)C3CCCCC3)cnn2-c2ccccc2)cc1,2.01
147,CHEMBL1950857,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(C)cc2)C1)C(C)(C)C,2.05
148,CHEMBL1586302,Cc1cc(Nc2ccc(F)cc2)nc(N)n1,2.08
151,CHEMBL1950725,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCN(C(=O)Cc2ccccc2)C1)C1CCCCC1,0.81
160,CHEMBL341876,O=S(=O)(NCCNc1ncccn1)c1cccc2cnccc12,0.61
161,CHEMBL1916264,CCC(CC)NC(=O)c1cnn(-c2ccccc2Cl)c1NS(=O)(=O)c1ccc(C)cc1,0.65
162,CHEMBL1287891,NC(=O)c1cnc(N[C@H]2CCCNC2)c2cc(-c3ccncc3)sc12,0.77
163,CHEMBL2164745,COc1ccc2ncc(=O)n(CCN3CC[C@@H](NCc4cc5c(cn4)OCCO5)[C@@H](O)C3)c2c1,0.78
164,CHEMBL1934417,COCCC(C)n1nc(C)c(C(=O)N[C@@H](C)C(C)(C)C)c1NS(=O)(=O)c1ccc(C)cc1,0.78
165,CHEMBL1916082,CCC(CC)NC(=O)c1cnn(-c2ccccc2)c1NS(=O)(=O)c1ccc(C)cc1,0.79
166,CHEMBL1934420,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C2CCN(C)CC2)cc1,0.8
167,CHEMBL1199988,Nc1ncc(-c2cnn(C3CCNCC3)c2)cc1-c1nc2ccccc2o1,1.85
172,CHEMBL42,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,3.08
182,CHEMBL1088,CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21,1.6
183,CHEMBL837,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,1.6
185,CHEMBL932,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,3.97
201,CHEMBL2207599,COc1cc(OC)c(S(=O)(=O)N(c2ccccc2)c2ccccc2)cc1NC(=O)CCC(=O)O,-0.8
202,CHEMBL2087421,COc1cc(C)c(S(=O)(=O)N(C)CCOCC(=O)N2CCN(C3CCN(C)CC3)CC2)c(C)c1,-0.4
211,CHEMBL126519,CCCc1c(O)c(O)c(C(=O)O)c2cc(Cc3ccccc3)c(C)cc12,2.6
212,CHEMBL254129,CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C,2.63
215,CHEMBL22242,CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC,0.05
216,CHEMBL1917446,Cc1ccc2c(c1)c(S(=O)(=O)c1ccc(Cl)cc1)c(C)n2CC(=O)O,0.06
217,CHEMBL1073,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,0.31
218,CHEMBL84,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,0.31
232,CHEMBL320876,COc1cc([C@@H]2c3cc4c(cc3C(O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)C3COC(=O)[C@@H]32)OCO4)cc(OC)c1O,0.91
233,CHEMBL1682283,C#Cc1cccc(Nc2nc3cc(C(=O)O)ccc3c3cncnc23)c1,0.92
234,CHEMBL266195,C=CCc1ccccc1OCC(O)CNC(C)C,0.99
235,CHEMBL196444,O=C1CCC(=O)N1c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F,1.0
239,CHEMBL1455292,CCCCN1Cc2c(nc3cc(-c4ccco4)nn3c2O)C1=O,0.8
241,CHEMBL2348176,Nc1nccc(-n2ccc3ccccc32)n1,2.71
242,CHEMBL284954,CCOC(=O)[C@H](Cc1ccc([N+](=O)[O-])cc1)NC(=O)c1ccccc1,2.79
247,CHEMBL1764,COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2,2.99
248,CHEMBL2086674,C[C@@H]1CN(C(=O)OC(C)(C)C)CCN1c1ncc(OCc2ccc(S(C)(=O)=O)cn2)cn1,3.0
249,CHEMBL210887,O=C(Nc1nc2ccccc2n1CCCO)c1cccc([N+](=O)[O-])c1,3.0
250,CHEMBL1927039,N#Cc1ccc(Nc2nccc(NC3CC3)n2)cc1,3.01
251,CHEMBL327502,COc1ccc(-n2sc3ccccc3c2=O)cc1,3.02
252,CHEMBL2171990,CS(=O)(=O)c1ccc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NCC#N)CC2)cc1,0.67
254,CHEMBL2086684,C[C@@H]1CN(C(=O)OC(C)(C)C)CCN1c1ncc(OCc2ccncc2C#N)cn1,3.33
259,CHEMBL1231683,CC(C)Nc1ccc2cnn(-c3cncc(-n4ccc(CC(=O)O)c4)n3)c2c1,1.24
260,CHEMBL1101,OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,2.49
261,CHEMBL1387125,CCn1c(=O)c2c(=O)cc(O)oc2c2ccccc21,1.13
262,CHEMBL81324,Clc1ccc(C(c2ccccc2)N2CCNCC2)cc1,1.94
263,CHEMBL1571801,Nc1nc(-c2ccccn2)nc(N)c1Cc1ccccc1F,2.12
290,CHEMBL2312487,CCOC(=O)c1coc2ccccc2c1=O,1.81
291,CHEMBL295135,O=C(O)c1[nH]c2cc(Cl)cc(Cl)c2c1/C=C1\CCN(c2ccccc2)C1=O,1.85
292,CHEMBL1917441,Cc1ccc2c(c1)c(Sc1cccc(Cl)c1)c(C)n2CC(=O)O,1.85
293,CHEMBL379738,O=C(CS(=O)(=O)c1ccccc1)c1ccccc1,1.86
294,CHEMBL686,Cc1cccc(Nc2ccccc2C(=O)O)c1C,1.89
295,CHEMBL1946617,O=C(c1ccc(C(=C2CCN(Cc3cscn3)CC2)c2cccc3cccnc23)cc1)N1CCC(O)CC1,1.89
296,CHEMBL1381135,COc1cnc(-c2ccccn2)nc1N(C)C,1.9
299,CHEMBL2171999,Cc1nn(C)c2ccc(N3CCN(C(=O)[C@@H]4CCCC[C@H]4C(=O)NC4(C#N)CC4)[C@H](C)C3)cc12,2.8
300,CHEMBL2024524,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3ccc(Cl)cc3)CC2)CC1,2.81
301,CHEMBL1809191,CC(=O)N1CCN(c2ccc(Nc3nccc(-c4cnc5ccccn45)n3)cc2)CC1,2.82
303,CHEMBL2059380,CCNC(=O)c1cc2c(-n3ccc(C(F)(F)F)n3)c(-c3cc(-c4n[nH]c(=O)o4)cnc3OC)cnc2[nH]1,2.91
304,CHEMBL289959,c1ccc(Nc2ncnc3ccccc23)cc1,2.94
305,CHEMBL2036589,O=C(Nc1ccc(N2CCOCC2)nc1)c1nnc(Nc2ccc(F)cc2)o1,3.0
306,CHEMBL1270772,CS(=O)(=O)c1cccc(Nc2nccc(Nc3cccc4c3OCC4)n2)c1,3.0
307,CHEMBL1956334,CC(=O)c1ncccc1NC(=O)[C@H]1CC[C@H](N2C(=O)[C@@H]3[C@@H]4CC[C@@H](C4)[C@@H]3C2=O)CC1,3.01
308,CHEMBL2164683,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCc3[nH]c4c(F)cccc4c3C2)CC1,3.03
309,CHEMBL1442864,Cc1cc2c(C)cc(=O)oc2c2c1NCCC2,2.9
324,CHEMBL2171984,N#CCNC(=O)[C@@H]1CCCC[C@H]1C(=O)N1CCN(c2ccc(F)cc2)CC1,1.92
329,CHEMBL2070936,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCN(c3ccc(F)cc3)CC2)CC1,2.12
330,CHEMBL2018953,O=C([C@H]1CCCCN1)N1CCN(c2nc(NCc3ccc(Cl)cc3Cl)c3cccnc3n2)CC1,2.27
331,CHEMBL1515447,CN1CCCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,2.36
336,CHEMBL1497909,COc1ccc(C(=O)Nc2cccc(NC(=O)c3ccc(OC)c(OC)c3)n2)cc1OC,3.5
347,CHEMBL496483,Brc1cnc(NCc2ccccc2)nc1Nc1cc(C2CC2)[nH]n1,4.11
348,CHEMBL419763,Cc1ccc(NC(=O)CCC2CCCCC2)cc1NC(=O)c1ccc(O)cc1,4.13
349,CHEMBL401193,Cc1cc(C)cc(-c2[nH]c3sc(C(C)(C)C(=O)N4C5CCC4CC5)cc3c2CCN2CCN(CC(=O)N(C)C)CC2)c1,4.13
350,CHEMBL249790,OCCO[C@H]1C[C@@H](n2nnc3c(N[C@@H]4C[C@H]4c4ccc(F)c(F)c4)nc(SCCC(F)(F)F)nc32)[C@H](O)[C@@H]1O,4.17
351,CHEMBL1592130,c1ccc(-c2nnc(-c3ccccc3)s2)cc1,4.2
352,CHEMBL48616,Cc1cc(C)cc(-c2[nH]c3ccc(C(C)(C)C(=O)N4C5CCC4CC5)cc3c2CCNCCCCc2ccncc2)c1,4.3
353,CHEMBL2087849,Cn1cncc1-c1c2c(=O)n(CC3CC3)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12,4.33
354,CHEMBL2087622,Cc1cc(C#N)oc1-c1c2c(=O)n(C)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12,4.34
355,CHEMBL87785,Cc1cc(C)cc(-c2[nH]c3ccc(C(C)(C)C(=O)N4C5CCC4CC5)cc3c2[C@H](C)CNCCc2ccncc2)c1,4.35
356,CHEMBL396043,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(NC3CC3)sc12,4.37
367,CHEMBL1818381,O=C(O)c1cn(C2CC2)c2cc(N3CCN(C(=O)CC[N+](=O)[O-])CC3)c(F)cc2c1=O,0.22
368,CHEMBL1507581,CC(=O)Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,0.24
369,CHEMBL2031157,O=C(N[C@@H](Cc1ccc(C#CCCNc2ccccn2)cc1)C(=O)O)c1c(Cl)cccc1Cl,0.27
370,CHEMBL1916285,Cc1nn(-c2ccccc2)c(NS(=O)(=O)c2cccc(CN3CCOCC3)c2)c1C(=O)N[C@@H](C)C(C)(C)C,0.29
372,CHEMBL1978713,COc1ccc(CNC(=O)c2sc3nc(C)cc(C)c3c2N)cc1,3.85
373,CHEMBL1351893,CCCc1c(C(=O)Nc2ccc(F)cc2C)cnn1-c1ccccc1,3.89
374,CHEMBL10188,CC[C@H](NC(=O)c1c(O)c(-c2ccccc2)nc2ccccc12)c1ccccc1,3.91
375,CHEMBL492112,O=C(CC12CC3CC(CC(C3)C1)C2)Nc1ccc2[nH]ncc2c1,4.03
376,CHEMBL1957840,O=c1cc(N2CCOCC2)nc2n(Cc3cccc(Cl)c3Cl)ccn12,3.3
377,CHEMBL2035018,NC1(c2ccc(-c3nn4cccc4cc3-c3ccccc3)cc2)CCC1,3.3
378,CHEMBL394799,C[C@H](CO)Nc1nc(SCc2cccc(Cl)c2)nc2nc(N)sc12,3.31
379,CHEMBL1624252,COc1ccc(-c2csc(N(CCCN3CCOCC3)C(=O)c3ccco3)n2)cc1,3.34
380,CHEMBL2078754,CN1CCC(n2cc(-c3cnc(N)c(-c4nc5ccc(F)cc5o4)c3)cn2)CC1,3.35
381,CHEMBL575492,COc1ccccc1Nc1cc(Oc2cc(C)c(C)nc2-c2ccccn2)ccn1,3.37
382,CHEMBL1870384,COc1ccc(C=NN=Cc2ccc(OC)c(OC)c2)cc1OC,3.38
383,CHEMBL1951908,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2ccccc2)C2CCN(S(=O)(=O)C(F)(F)F)CC2)CC1,3.39
384,CHEMBL456801,C[C@H](Nc1nc(NC[C@@H](O)CO)c(Cl)c(Nc2cc(C3CC3)[nH]n2)n1)c1ccc(F)cc1,3.39
385,CHEMBL1209587,O=S(=O)(NCC(c1ccccc1)N1CCCCCC1)c1cccc(Cl)c1,3.39
386,CHEMBL319165,CN(C)C(=O)[C@H](Cc1ccccc1)NC(=O)c1cc2ccccc2[nH]1,3.4
387,CHEMBL505610,C(=C/c1c(-c2ccccc2)nc2sccn12)\c1ccncn1,3.4
388,CHEMBL530184,c1ccc(-c2cc(NCCCCNc3cc(-c4ccccc4)nc4ccccc34)c3ccccc3n2)cc1,3.65
413,CHEMBL2208422,N#Cc1cccc(S(=O)(=O)NC[C@@H](O)CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)c1,3.42
415,CHEMBL1437137,CC(N)(COP(=O)(O)O)C(=O)O,2.5
416,CHEMBL1774099,COc1ccccc1N1CCN(Cc2c(Br)c(=O)n(-c3ccccc3)n2C)CC1,2.5
417,CHEMBL1682825,O=C1CCOc2nc(CCc3ccccc3)ccc21,2.5
418,CHEMBL1917424,Cc1c(Sc2ccc(Cl)cc2)c2ccc(Cl)cc2n1CC(=O)O,2.51
421,CHEMBL441550,CC(C)n1c(=O)n(C)c(=O)c2c(C(=O)N3CCS(=O)(=O)C3)c(Cc3ccccc3C(F)(F)F)sc21,2.55
422,CHEMBL2151325,CCOc1cc(Nc2nc3c(cc2F)ncn3[C@@H](CO)c2ccc(F)cn2)n[nH]1,2.55
423,CHEMBL282694,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NS(=O)(=O)NCc2ccccc2)c1=O)C(=O)C(F)(F)F,2.57
424,CHEMBL193610,Cc1ccc(-c2c[nH]nn2)cc1,2.58
425,CHEMBL1682821,O=C(Oc1ccc2c(c1)OCCC2=O)c1ccccc1,3.6
426,CHEMBL385723,COc1cc2c(Nc3c(Cl)ccc4c3OCO4)ncnc2cc1OCCCN1CCCC1,1.62
427,CHEMBL1807860,C[C@H]1O[C@@H](n2cnc3c(N)nc(OCC4CC45CC5)nc32)[C@H](O)[C@H]1Cl,3.68
429,CHEMBL245180,CNc1nc2nc(SCc3cccc(F)c3F)nc(N[C@H](C)CO)c2s1,3.7
430,CHEMBL1429296,COc1ccccc1CN1C(=O)c2ccccc2C1C(=O)NC1CCC(C)CC1,3.74
431,CHEMBL1762536,Cc1ccc(CO)cc1N(C)c1ccnc(Nc2cc(N3CCCC3)cc(N3CCOCC3)c2)n1,3.8
432,CHEMBL380130,COc1ccc2c(c1)C(c1ccccc1)=NC(NC(=O)c1ccccc1OC)C(=O)N2,3.8
433,CHEMBL2147569,C[C@]12Cc3cnn(-c4ccc(F)cc4)c3C=C1CC[C@@]2(O)CCc1ccc(F)cc1C(N)=O,3.8
439,CHEMBL223402,O=C(Nc1ccccc1F)N[C@H]1N=C(c2ccccc2)c2ccccc2NC1=O,4.0
440,CHEMBL516441,CC[C@H](NC(=O)c1c(N)c(-c2cccc(F)c2)nc2ccccc12)c1ccccc1,4.05
442,CHEMBL549344,CCc1nc2c(N)nc3ccccc3c2n1CCCCNS(C)(=O)=O,1.24
443,CHEMBL262956,CC(C)C(NC(=O)Cn1c(-c2cc(F)cc(F)c2)ncc(N)c1=O)C(=O)C(F)(F)F,1.38
445,CHEMBL1180272,CCCCC(c1ccncc1)n1[nH]c(=O)c2nc3cc(Cl)ccc3c(O)c2c1=O,1.4
446,CHEMBL1933594,C[C@H]1O[C@@H](n2cnc3c(N)nc(OCC4CC(F)(F)C4(F)F)nc32)[C@H](O)[C@@H]1O,1.42
449,CHEMBL1807854,C[C@H]1O[C@@H](n2cnc3c(N)nc(Oc4ccccc4)nc32)[C@H](O)[C@@H]1O,1.05
451,CHEMBL472210,CCn1c2nc(=O)n(C)c(=O)c-2cc2ccccc21,1.1
455,CHEMBL325093,O=S(=O)(CCOCc1cccc2ccccc12)NCCCNCCc1ccc(O)c2nc(O)sc12,1.69
456,CHEMBL2335900,C[C@@H](NC(=O)[C@H]1CCCNC1)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,1.69
458,CHEMBL1163803,CCN(C(=O)NCc1c(F)cccc1F)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,4.3
459,CHEMBL426658,Clc1cccc(-c2cnc3ccc(NC4CCOCC4)nn23)c1,4.3
478,CHEMBL2177606,O=C(O)c1ccc(-n2ncc(C(=O)NC3C4CC5CC(C4)CC3C5)c2C2CCCC2)cc1,1.72
484,CHEMBL2030815,O=C(N[C@@H](Cc1ccc(OCCCNc2ccccn2)cc1)C(=O)O)c1c(Cl)cccc1Cl,-0.22
485,CHEMBL2164675,CN1CCN(C(=O)[C@@H]2CCCC[C@H]2C(=O)NCC#N)CC1,-0.1
486,CHEMBL980,COc1ccccc1OCC(O)CO,0.24
498,CHEMBL2030806,CNc1cccc(CCOc2ccc(C[C@H](NC(=O)c3c(C)cc(C)cc3C)C(=O)O)cc2)n1,0.52
499,CHEMBL2321991,OCC[C@]1(c2ccc(Cl)c(Cl)c2)CCCNC1,0.61
503,CHEMBL1607641,Cc1nnsc1C(=O)Nc1ccccc1,0.97
505,CHEMBL888,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,-1.5
509,CHEMBL1346,NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1,2.79
511,CHEMBL1909734,Clc1ccccc1-c1cnn[nH]1,2.68
512,CHEMBL2031221,Cc1ccc(NC(=O)c2cccc(N3CCOCC3)c2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,2.69
513,CHEMBL480,Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1,2.7
514,CHEMBL2178935,Cc1nc(C)c(-c2ccc([C@H]3CC[C@H](CC(N)=O)CC3)cc2)nc1C(N)=O,2.7
515,CHEMBL2325995,NC1(C(=O)NC(CCCN2CCOCC2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,2.7
527,CHEMBL1405,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,3.4
532,CHEMBL1789941,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,2.55
539,CHEMBL378730,Cc1ccc2c(c1)c(-c1ccnc3c(Cl)cccc13)c(C)n2CC(=O)O,1.27
542,CHEMBL7728,CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,1.5
543,CHEMBL441225,COc1ccccc1CN[C@H]1CCCN[C@H]1c1ccccc1,1.5
544,CHEMBL2035038,NC1(c2ccc(-c3nc4ccccc4c(=O)n3-c3ccccc3)cc2)CCC1,1.5
545,CHEMBL1524763,Fc1ccc(-c2cn3ccccc3n2)cc1,3.1
560,CHEMBL1528704,CCN(CC)c1ncnc2c1ncn2Cc1c(Cl)cccc1Cl,1.25
562,CHEMBL203854,O=c1c(-c2ccc([N+](=O)[O-])cc2)coc2cc(O)cc(O)c12,3.24
563,CHEMBL1449167,Nc1n[nH]c(Nc2ccccc2)n1,1.06
565,CHEMBL2041980,CS(=O)(=O)c1ccc(-c2cnc(N)c(-c3ccc(C(F)(F)F)nc3)c2)cc1,2.4
566,CHEMBL2207276,Cc1cc(Cl)ccc1OC1CCN(C[C@H](O)CNC(=O)c2c[nH]c(=O)c3cc(S(C)(=O)=O)ccc23)CC1,2.42
580,CHEMBL1499,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,1.4
581,CHEMBL1916539,COc1ccc2ccc(=O)n(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2c1,1.31
584,CHEMBL1371,O=c1[nH]c2cc(Cl)ccc2o1,2.16
585,CHEMBL2153190,CCCSc1nc(N2CCC[C@H](CC(=O)O)C2)ccc1C(=O)NC1CCCCC1,2.18
586,CHEMBL361795,N#Cc1cccc(-c2nc(-c3ccccn3)no2)c1,2.2
587,CHEMBL1294,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,2.21
588,CHEMBL1487890,COc1cc(-c2nnc(S)n2-c2cccc(C(F)(F)F)c2)cc(OC)c1OC,2.27
591,CHEMBL2036758,CC(C)N1CCC[C@@H](CN2CCN(C(=O)Nc3ccc(Cl)c(Cl)c3)CC2)C1,1.62
592,CHEMBL1917450,Cc1c(S(=O)(=O)c2ccc(Cl)cc2)c2c(NS(C)(=O)=O)cccc2n1CC(=O)O,-0.83
593,CHEMBL1451838,C1CCC(NC2CCCCC2)CC1,-0.38
607,CHEMBL588,Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,0.87
608,CHEMBL301359,c1ccc2ncncc2c1,1.0
610,CHEMBL163,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,4.3
613,CHEMBL193646,c1ccc(CNCCNCc2ccccc2)cc1,0.73
614,CHEMBL589,CCCN(CCC)CCc1cccc2c1CC(=O)N2,0.76
615,CHEMBL511115,COc1ccc([C@]2(C#N)CC[C@@H](C(=O)O)CC2)cc1OC1CCCC1,0.76
623,CHEMBL380947,CC(C)(CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(N)sc12,3.37
624,CHEMBL523058,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(c2ccccn2)CC1,2.55
