SMILES,permeability,dset,group,fold,fingerprint,molbert,molformer,physchem
Cc1nc(C(=O)NCC(=O)O)c(O)c2ccc(Oc3ccccc3)cc12,0.089413622,train,random,0,,,,
CC(=O)NCC(=O)N1[C@H]2CC[C@@H]1c1cc(Nc3ncc(C(F)(F)F)c(NC4CCC4)n3)ccc12,1.464313643,train,random,0,,,,
O=C(Nc1nc2c(s1)COc1ccccc1-2)c1cnc(Cl)c(Cl)c1,0.007590191,train,random,0,,,,
COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,1.945609035,train,random,0,,,,
CCCNS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1,-0.030142068,train,random,0,,,,
CC(C)(C)c1ccc(C(=O)Nc2cn3cc(-n4ccnc4)ccc3n2)cc1,0.455588856,train,random,0,,,,
COc1cc(Nc2cc(-c3cccc(C#N)c3)ccn2)ccc1N1CCN(C)CC1,0.585698536,train,random,0,,,,
CCS(=O)(=O)N1CCN(c2ccc(Nc3ncc(C(N)=O)c(NC4CC4)n3)cc2)CC1,1.595322614,train,random,0,,,,
O=C(O)C1CN(Cc2ccc(OCc3ccc(Cl)c(Cl)c3)cc2)C1,0.612920322,train,random,0,,,,
CC[C@H]1[C@@H](COc2nccc3cc(C(N)=O)c(OC)cc23)NC(=O)[C@H]1F,1.790315225,train,random,0,,,,
C[C@@]1(c2ncncc2F)NC(=O)c2cc(-c3cn[nH]c3)ccc21,1.338596624,train,random,0,,,,
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,1.800036621,train,random,0,,,,
CC(C)(C)OC(=O)c1ccc(-n2[nH]cc(-n3ccnn3)c2=O)nc1,0.076390223,train,random,0,,,,
C[C@H]1CN(C2COC2)CCN1c1ccc(Nc2cc(-c3ccnc(N4CCn5c(cc6c5CC(C)(C)C6)C4=O)c3CO)cn(C)c2=O)nc1,1.364447066,train,random,0,,,,
Nc1ncc(-c2cc(C3C4CN(C5COC5)CC43)n(CC3CC3)n2)cc1C(F)(F)F,0.038995578,train,random,0,,,,
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOC)cc3)ncc2F)c1,0.595868979,train,random,0,,,,
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(Oc4ccnc(C(=O)NC)c4)cc3)ncc2F)c1,1.121361739,train,random,0,,,,
C=CC(=O)N(C)CCOc1c(N)ncnc1-c1cc(F)cc(NC(=O)c2ccc(C3CC3)cc2F)c1C,1.938640339,train,random,0,,,,
N#CN1CCC[C@H](n2nc(-c3ccc(Oc4ccc(F)cc4F)cc3)c(C(N)=O)c2N)C1,1.518767974,train,random,0,,,,
CC(=O)NCCNc1cc(Cl)nn2c(-c3cccc(S(=O)(=O)N(C)C)c3)c(C)nc12,1.830458485,train,random,0,,,,
CNC(=O)c1cccc(NC(=O)N2CCC(Oc3ccccc3Cl)CC2)c1,1.300833724,train,random,0,,,,
COc1ccc(OCC(=O)Nc2cccc(Cl)c2N2CCN(C(C)=O)CC2)cc1,0.03929184,train,random,0,,,,
c1ccc(-c2ccc(CN3CCCCCCC3)cc2)cc1,-0.170520498,train,random,0,,,,
CCC(=O)N1CCN(c2ccc(Cl)cc2NC(=O)COc2ccccc2)CC1,-0.060058571,train,random,0,,,,
O=C(c1sc(N2CCOCC2)nc1-c1ccccc1)N1CCCCC1,0.071460027,train,random,0,,,,
Cc1ccccc1-c1nc(Cn2ccnc2C(C)C)c(C)o1,-0.135369281,train,random,0,,,,
CCc1nc2cc(-c3c(OC)cccc3OC)ccc2o1,-0.337017946,train,random,0,,,,
O=C(C1CCC(O)CC1)N1CCCN(c2ccc(F)cc2)CC1,0.670317142,train,random,0,,,,
CCn1ncnc1-c1[nH]cnc1-c1ccccc1,0.339381008,train,random,0,,,,
Cc1nnc(NCCc2ccc3c(c2)OCO3)c(C#N)c1C,-0.19630943,train,random,0,,,,
Cc1nc(N2CCn3ccnc3C2)c2cnn(C)c2n1,0.559750833,train,random,0,,,,
Cc1cc(CN(C)Cc2cscn2)no1,-0.270255541,train,random,0,,,,
Cc1occc1C(=O)NCC(=O)Nc1nc2cc(Cl)ccc2n1C,0.117710441,train,random,0,,,,
CCNC(=O)c1ccc(CS(C)(=O)=O)cc1,0.419051029,train,random,0,,,,
c1ccc(-c2noc(NC3CC3)n2)cc1,-0.092188594,train,random,0,,,,
Cc1nn(C)c2sc(C(=O)N3CCC(C(=O)O)(c4ccccc4)CC3)cc12,0.931334559,train,random,0,,,,
CCN(CC)Cc1ccc2cc(COC(=O)Nc3ccc(C(=O)NO)cc3)ccc2c1,1.354911115,train,random,0,,,,
O=C(NCC1(c2ccc(F)cc2)CCOCC1)c1ccccn1,-0.100728009,train,random,0,,,,
O=C(CSc1nccn1C1CC1)Nc1c(Cl)cc(Cl)cc1C(=O)O,0.918286406,train,random,0,,,,
CCN1CCC(CNC(=O)c2cc(C)nc3cc(F)ccc23)CC1,1.404609905,train,random,0,,,,
COc1ccc(CCC(=O)N2CCCNCC2)cc1,0.440998893,train,random,0,,,,
Cc1cc(-c2cnn(CCNC(=O)c3sc(C)nc3C)c2C2CC2)on1,0.721393992,train,random,0,,,,
O=C(CSc1nc2nc(O)cc(O)c2s1)c1ccc(-c2ccccc2)cc1,-0.057671611,train,random,0,,,,
O=C(NCc1ccc(CO)c(F)c1)Nc1ccccc1,-0.369700232,train,random,0,,,,
CCCOc1ccccc1C(=O)N1CC(Oc2cccc(OC)c2)C1,-0.142465812,train,random,0,,,,
O=C(c1ccc(-n2cccn2)nc1)N1CCN(c2ccccc2O)CC1,-0.126760545,train,random,0,,,,
CSCC(=O)N1CCN(C(=O)CSC)C2(CCCCC2)C1,0.726992124,train,random,0,,,,
CCCCNC(=O)c1cccc2ncccc12,-0.199648056,train,random,0,,,,
COc1cccc(OCCCn2cncc2-c2cc3c(cc2C)n(C)c(=O)n3C)c1,2.154630822,train,random,0,,,,
COC(=O)c1c(C)[nH]c(C(=O)N(C)Cc2ccc(OC)c(F)c2)c1C,0.175740046,train,random,0,,,,
Cc1cc(OCC(=O)N(C)C2CCCCCCC2)no1,-0.116378676,train,random,0,,,,
COc1c(C)cccc1CN1CCC(O)(c2ccc(F)cc2)CC1,-0.23617028,train,random,0,,,,
Cc1nn(-c2ccc(C(=O)O)cc2C#Cc2ccccc2)c(C)c1C,0.582203374,train,random,0,,,,
Cc1cc(C)nc(Nc2ccc(C3CCCN(CC(=O)N4CCCC4)C3)nc2)n1,1.615671302,train,random,0,,,,
O=C1Nc2ccccc2O[C@H]2C[C@@H]1N(CC1CC1)C2,-0.07023367,train,random,0,,,,
CCN(C/C=C/c1ccc(F)cc1)Cc1nc(COC)no1,-0.278250113,train,random,0,,,,
CC(=O)Nc1ccc2nc(C)cc(O)c2c1,0.190366194,train,random,0,,,,
O=C(NC[C@@H]1CCN(c2ccccc2)C1)N1CCc2ccccc2C1,-0.15097669,train,random,0,,,,
CCN1CCC(N(C)c2ncnc3c2cnn3C)CC1,0.002661153,train,random,0,,,,
CN(CC#N)C(=O)c1cccc(CN2CCCC2)c1,0.412682232,train,random,0,,,,
Cc1cc2nc(CCC(=O)N3CCC(c4ccc(C(=O)N(C)C)c(N)n4)CC3)[nH]c2cc1C,1.558763104,train,random,0,,,,
CNC(=O)C1CCN(Cc2ncc(-c3ccc(F)cc3)o2)CC1,0.68632098,train,random,0,,,,
COc1ccc(C)cc1NC(=O)CN1CCc2ccccc2C1,-0.303720877,train,random,0,,,,
O=C(CCOc1ccccc1)N1CCCC1,-0.266902376,train,random,0,,,,
c1ccc(-c2n[nH]c(C3CCN(c4ccccn4)CC3)n2)cc1,-0.011510521,train,random,0,,,,
COc1ccc(-n2cc3c(c2-c2ccccc2Br)c(=O)n(C)c(=O)n3C)cc1,-0.02430358,train,random,0,,,,
CC(=O)N1CCC[C@H]1C(=O)Nc1cccc(OC(F)F)c1,0.153630331,train,random,0,,,,
COc1ccc(CN2CCC(c3nc(C(C)C)no3)CC2)c(F)c1,-0.109525737,train,random,0,,,,
CCNC(=O)C1CN(c2cccc(C#N)n2)C1,0.315174587,train,random,0,,,,
O[C@@H]1C[C@@H](c2nc(-c3ccccc3)no2)N(Cc2ccccc2)C1,-0.268729169,train,random,0,,,,
CCCn1cc(C(=O)N2CCC(c3n[nH]cc3C(=O)N(C)Cc3ccccc3)CC2)cn1,0.975399512,train,random,0,,,,
c1ccc(CO[C@@H]2CCC[C@H]2n2cc(-c3nccs3)nn2)cc1,-0.181738372,train,random,0,,,,
Cc1cc(C(=O)N(C)Cc2ccc(Br)cc2)no1,-0.16098287,train,random,0,,,,
Cc1ncsc1CN1CCCN(c2nc3ccccc3[nH]2)CC1,1.702451405,train,random,0,,,,
Cc1ccccc1CNC(=O)c1ccc(-n2ccnc2)nc1,-0.06221257,train,random,0,,,,
CNC(=O)c1ccc(N2CCCC2)nc1,-0.236228965,train,random,0,,,,
Cc1cc(C)nc(N(C)CC(=O)NC2CC2)n1,-0.053479359,train,random,0,,,,
Cc1cc(C(=O)Nc2cccc3ncccc23)on1,-0.252510249,train,random,0,,,,
CN(c1ncnc2c1cnn2CCO)C1CCCCC1,-0.172579322,train,random,0,,,,
Cc1cc(OCc2ncc(C(C)(C)C)o2)nn1C,-0.145366276,train,random,0,,,,
O=C(c1ccccc1F)N1CCC[C@@H]1Cn1nnn(-c2cccs2)c1=O,-0.114248674,train,random,0,,,,
COc1nc(C)nc(N(C)Cc2nccs2)c1C,-0.33100967,train,random,0,,,,
O=C(c1ccc2c(c1)OCO2)N1CCC(c2n[nH]c(C3CC3)n2)CC1,1.797597142,train,random,0,,,,
CN(Cc1cccc(C#N)c1)Cc1ccccc1C#N,-0.228504787,train,random,0,,,,
CN1CCN(Cc2noc(Cc3ccccc3)n2)c2ccccc21,-0.193289967,train,random,0,,,,
COc1ccc(C2(NCc3ccc(N4CCCC4=O)cc3)CC2)cc1,-0.290717711,train,random,0,,,,
O=C(c1cccnc1)N1CCCC(c2cccc(-c3cccc(Cl)c3)n2)C1,-0.04333824,train,random,0,,,,
CNC(=O)c1ccc(N(C)C2CCC2)nn1,-0.232246634,train,random,0,,,,
CC#CCNc1ccc(-n2cnnn2)c(C)c1,-0.229335003,train,random,0,,,,
Nc1nc2ccccc2nc1N1CCCC1,-0.273006016,train,random,0,,,,
CCn1c(=O)n(CC)c2cc(N)ccc21,-0.089289029,train,random,0,,,,
Cc1cc(N2CCCCC2)nc(CNC(=O)c2ccccc2Cl)n1,-0.1734442,train,random,0,,,,
COc1ccccc1C(=O)NCc1nc(C)cc(N2CCCCC2)n1,-0.613819629,train,random,0,,,,
CCc1nnc(NC(=O)Cc2cccc(F)c2)s1,-0.040046006,train,random,0,,,,
O=C(CN1CCCN(c2ccc(C(F)(F)F)cn2)CC1)Nc1ccccc1F,-0.173122588,train,random,0,,,,
Cc1cccc(NC(=O)CN2CCCN(c3ccc(C(F)(F)F)cn3)CC2)c1,-0.021923053,train,random,0,,,,
COc1ccccc1NC(=O)CN1CCCN(c2nc(C)cs2)CC1,-0.144968747,train,random,0,,,,
CC(C)(C)c1cc(NC(=O)c2cccc3cn[nH]c23)[nH]n1,0.191257048,train,random,0,,,,
Cc1ccccc1OCCCNc1cc(Cn2c(C)nc3ccccc32)nc(N)n1,1.33058986,train,random,0,,,,
COc1ccc(-c2cccc(C3CCCN(CC(=O)Nc4ccccn4)C3)n2)cc1,-0.079551988,train,random,0,,,,
COCC1CCN(c2noc(-c3cccs3)n2)CC1,-0.266547198,train,random,0,,,,
NC(=O)COc1ccccc1-c1ccccc1,-0.207161916,train,random,0,,,,
Cc1nc(C)c(C)c(NCc2cc(-c3ccc(F)cc3)no2)n1,-0.042964735,train,random,0,,,,
Cc1cccn(Cc2cccc(F)c2)c1=O,-0.185803651,train,random,0,,,,
C[C@@H](C(=O)N1CCCC1)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,2.209515015,train,random,0,,,,
Cn1cc(-c2ccc(-c3cncc(Cl)c3N3CCC4(CCNC4=O)CC3)cc2)cn1,1.786259707,train,random,0,,,,
Clc1ccc2c(Oc3cccnc3)ncnc2c1,-0.184449341,train,random,0,,,,
CC(C)(C)c1csc(NC(=O)C2CC2)n1,-0.197768495,train,random,0,,,,
CC(C)(C)C(=O)N1CCN(C(=O)CCN2CCOC2=O)CC1,1.812496417,train,random,0,,,,
O=C([C@H]1CCCN(Cc2ccc(Cl)cc2)C1)N1CCc2ccccc2C1,-0.103347886,train,random,0,,,,
O=C(Cn1c(=O)c2cccn2c2ccccc21)NCCCN1CCCC1,1.892529781,train,random,0,,,,
O=C(CCCc1nnc(-c2ccccc2)o1)Nc1cccc2ccccc12,-0.010526546,train,random,0,,,,
CN(CC(=O)NC1(C#N)CCCCC1)c1cccc(C#N)c1,1.015286735,train,random,0,,,,
Cc1nc(C2(NCc3cccc(C#N)c3)CCCC2)no1,-0.166822691,train,random,0,,,,
CN(CCC1CCCCC1)C(=O)c1ccon1,-0.223742536,train,random,0,,,,
CN(C)Cc1cccc(N/C(=C2\C(=O)Nc3cc(C(=O)N(C)C)ccc32)c2ccccc2)c1,1.657434904,train,random,0,,,,
CC(C)c1cnn2c(NCc3ccccc3)cc(NCCCCCCN)nc12,1.615490771,train,random,0,,,,
O=C(O)c1ccc(N2CCCC2)c(F)c1,-0.062994679,train,random,0,,,,
Cc1cc(C)cc(Oc2cc(C#N)ccn2)c1,-0.252621639,train,random,0,,,,
O=C(CC1CCNCC1)NCCc1ccccc1F,0.943990367,train,random,0,,,,
N#Cc1cccc(CN2CCC=C(CNC(=O)c3cccs3)C2)c1,0.351542707,train,random,0,,,,
CON(C)C(=O)c1cc(C)ccc1NS(C)(=O)=O,0.182053466,train,random,0,,,,
C#CCN1CCC(c2nc(Cc3noc(C)n3)no2)CC1,-0.135635396,train,random,0,,,,
Cc1ccc(Cn2nccc2NC(=O)c2ccncc2)o1,0.357543322,train,random,0,,,,
NC(=O)Cn1cc(-c2ccc(F)cc2)cn1,-0.060596511,train,random,0,,,,
CCN(C(=O)CN1CCNC(=O)C1)c1ccc(F)cc1,1.694010845,train,random,0,,,,
Cc1ccc(NC(=O)CN2CCCN(c3ccc(C(F)(F)F)cn3)CC2)c(F)c1,0.036543864,train,random,0,,,,
CN(C)[C@@H]1CN(C(=O)CCn2cnc3ccccc32)C[C@H]1O,0.220292133,train,random,0,,,,
N#Cc1cc(F)c(C(=O)Nc2ccnc(NC(=O)[C@H]3C[C@H]3F)c2)c(Cl)c1,1.629920896,train,random,0,,,,
CNC(=O)Cc1csc(-c2ccc(C)cc2)n1,-0.150116795,train,random,0,,,,
COc1ccccc1CNC(=O)C(C)N1CCCN(c2ccccc2C#N)CC1,0.178072072,train,random,0,,,,
CON(C)C(=O)c1cc2ccc(C(C)(C)C)cc2[nH]1,-0.358821555,train,random,0,,,,
O=c1n(CCc2ccncc2)nnn1-c1ccccc1,-0.243412898,train,random,0,,,,
