SMILES,microsom_stab_h,dset,group,fold,fingerprint,molbert,molformer,physchem
Cc1ncc(CN2CCC(Nc3ccc4nnnn4n3)C(C)C2)s1,1.208387604,train,random,0,,,,
Cc1nc(Nc2nccs2)cc(C2CN(c3ncccn3)C2)n1,1.481858091,train,random,0,,,,
Cc1noc(C(C)C)c1C(=O)N1CC(C)OC(c2ccccc2)C1,1.852187112,train,random,0,,,,
CN(Cc1ccccc1)C1(C(=O)N2CCNC(=O)CC2)Cc2ccccc2C1,2.052682402,train,random,0,,,,
Cc1c(F)cccc1NC(=O)CN1[C@H]2CCCC(=O)N[C@@]2(C)C[C@H]1Cc1ccccc1,2.426639741,train,random,0,,,,
CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,1.28427278,train,random,0,,,,
Cc1ccc(NC(=O)CN2[C@H]3CCCC(=O)N[C@@]3(C)C[C@H]2Cc2ccccc2)cc1F,2.698323293,train,random,0,,,,
CN(C)C(=O)C1(Cc2ccccc2-c2cccc(F)c2)CCN(C(=O)C2CC=CCC2)CC1,2.998834093,train,random,0,,,,
COc1ccc(CNC(=O)c2sc3nc(C)cc(C)c3c2N)cc1,1.644123341,train,random,0,,,,
C#C[C@@](C)(CC)NC(=O)c1cc(F)cnc1NC1CC(F)(F)C1,1.842771446,train,random,0,,,,
CNC(=O)C1(Cc2ccc(-c3cccnc3)cc2)CCN(Cc2ccc(F)cc2)C1,2.35761091,train,random,0,,,,
CNC(=O)C1(Cc2ccc(-c3cccnc3)cc2)CCN(Cc2cccc(F)c2)C1,2.447729993,train,random,0,,,,
O=C1CCCC[C@@H]2[C@H](C[C@@H](Cc3ccccc3F)N2C(=O)c2cccc3ncccc23)N1,1.804466564,train,random,0,,,,
CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,1.581926914,train,random,0,,,,
CC(O)(C#Cc1ccc2c(c1)N(c1nc(N)ncc1Cl)CC2)c1nccs1,1.860308054,train,random,0,,,,
COCCc1noc(CN2CC(c3ccccc3)(c3ccccc3)CCC2=O)n1,2.325244658,train,random,0,,,,
Cc1[nH]nc2c1C1(CCCCC1)CC(=O)N2,0.926496789,train,random,0,,,,
Cc1oc2ccccc2c1CNc1nnc(-c2ccncc2)o1,1.523538372,train,random,0,,,,
O=C(Nc1cccc2ncccc12)[C@H]1CCCN(S(=O)(=O)c2ccccc2)C1,1.578982843,train,random,0,,,,
Nc1ncnc2c1c(-c1cnc3[nH]ccc3c1)nn2C1CCCC1,2.005819468,train,random,0,,,,
O=C(Nc1cnccc1-c1ccc(Cl)cc1)c1ccnc(NC(=O)C2CC2)c1,1.47950333,train,random,0,,,,
Cc1cc(Nc2cnccn2)cc(C2CCCN(CC(=O)N3CCCC3)C2)n1,0.734719842,train,random,0,,,,
Cc1cccnc1Nc1cccc(C2CCCN(CC(=O)Nc3nccs3)C2)n1,1.953648568,train,random,0,,,,
CN(C)C(=O)C1(Cc2ccccc2-c2ccccc2)CCN(C(=O)c2cnn(C)c2)CC1,2.666523596,train,random,0,,,,
CC1(C)CC(=O)C2=C(C1)NC(=O)CC2c1ccc(Br)cc1,1.775384687,train,random,0,,,,
CNC(=O)C1(Cc2ccc(-c3cccnc3)cc2)CCN(Cc2ccccc2Cl)C1,2.649622021,train,random,0,,,,
COc1cc2ncnc(Nc3cccc(O)c3)c2cc1OC,1.342679234,train,random,0,,,,
Cc1cc(C)c2c(N)c(C(=O)NCc3ccc(Cl)cc3)sc2n1,2.209624915,train,random,0,,,,
Cc1cc(N2CCCC2)nc(C2CCCN(C)C2)n1,0.964165311,train,random,0,,,,
O=C1NCCSc2c1sc1ccc(O)cc21,1.688642252,train,random,0,,,,
CCn1cc(C(=O)O)c(=O)c2c(N)c(F)c(NC3CCCCC3)cc21,0.940516485,train,random,0,,,,
CC1CCN([C@H](c2ccc(F)cc2)c2ccc([C@@H](C)C(=O)O)cc2-c2ccc(C(F)(F)F)cc2)CC1,0.894224095,train,random,0,,,,
CC(=O)NCC(=O)N1[C@H]2CC[C@@H]1c1cc(Nc3ncc(C(F)(F)F)c(NC4CCC4)n3)ccc12,1.317394675,train,random,0,,,,
O=C1CCC(=O)N1Cc1nc(C23CC4CC(CC(C4)C2)C3)cs1,2.019872011,train,random,0,,,,
CCCNS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1,2.003348497,train,random,0,,,,
COc1cc(Nc2cc(-c3cccc(C#N)c3)ccn2)ccc1N1CCN(C)CC1,0.76930346,train,random,0,,,,
CCS(=O)(=O)N1CCN(c2ccc(Nc3ncc(C(N)=O)c(NC4CC4)n3)cc2)CC1,0.988068203,train,random,0,,,,
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,1.113241232,train,random,0,,,,
C[C@H]1CN(C2COC2)CCN1c1ccc(Nc2cc(-c3ccnc(N4CCn5c(cc6c5CC(C)(C)C6)C4=O)c3CO)cn(C)c2=O)nc1,1.169292275,train,random,0,,,,
Nc1ncc(-c2cc(C3C4CN(C5COC5)CC43)n(CC3CC3)n2)cc1C(F)(F)F,1.11320777,train,random,0,,,,
NS(=O)(=O)C#Cc1ccccc1,1.023705043,train,random,0,,,,
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOC)cc3)ncc2F)c1,1.506071875,train,random,0,,,,
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(Oc4ccnc(C(=O)NC)c4)cc3)ncc2F)c1,1.822599543,train,random,0,,,,
C=CC(=O)N(C)CCOc1c(N)ncnc1-c1cc(F)cc(NC(=O)c2ccc(C3CC3)cc2F)c1C,1.89741814,train,random,0,,,,
CC#CC(=O)N1CCC[C@@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,1.868620931,train,random,0,,,,
Cc1c[nH]c(=O)n1-c1ccc(C(=O)Nc2ccc3ccccc3n2)cc1,0.948364056,train,random,0,,,,
CNC(=O)c1cccc(NC(=O)N2CCC(Oc3ccccc3Cl)CC2)c1,0.819280647,train,random,0,,,,
COc1ccc(OCC(=O)Nc2cccc(Cl)c2N2CCN(C(C)=O)CC2)cc1,2.257044666,train,random,0,,,,
CC(=O)N1CCN(c2c(Cl)cccc2NC(=O)COc2ccccc2Cl)CC1,2.633232054,train,random,0,,,,
CCC(=O)N1CCN(c2ccc(Cl)cc2NC(=O)COc2ccccc2)CC1,1.946432613,train,random,0,,,,
Cc1ccc(Oc2ccc(Cl)cc2NC(=O)CN(C)CC(=O)N(C)C)cc1,3.021840253,train,random,0,,,,
Cc1ccccc1-c1nc(Cn2ccnc2C(C)C)c(C)o1,2.490768687,train,random,0,,,,
CCc1nc2cc(-c3c(OC)cccc3OC)ccc2o1,1.695253962,train,random,0,,,,
Cc1nnc(NCCc2ccc3c(c2)OCO3)c(C#N)c1C,1.7170544,train,random,0,,,,
Cc1nc(N2CCn3ccnc3C2)c2cnn(C)c2n1,1.021023822,train,random,0,,,,
Cc1occc1C(=O)NCC(=O)Nc1nc2cc(Cl)ccc2n1C,0.977449227,train,random,0,,,,
c1ccc(-c2noc(NC3CC3)n2)cc1,1.920138986,train,random,0,,,,
CCN(CC)Cc1ccc2cc(COC(=O)Nc3ccc(C(=O)NO)cc3)ccc2c1,0.900913068,train,random,0,,,,
O=C(NCC1(c2ccc(F)cc2)CCOCC1)c1ccccn1,1.064719984,train,random,0,,,,
CN(C)c1ccc2c(c1)OCCN2C(=O)NCc1cccnc1,1.372838388,train,random,0,,,,
CCCOc1ccccc1C(=O)N1CC(Oc2cccc(OC)c2)C1,1.967707064,train,random,0,,,,
O=C(c1ccc(-n2cccn2)nc1)N1CCN(c2ccccc2O)CC1,0.764026608,train,random,0,,,,
COc1ccc(CCNCc2ccc(-c3ccccc3)o2)cc1OC,1.805113286,train,random,0,,,,
COc1cccc(OCCCn2cncc2-c2cc3c(cc2C)n(C)c(=O)n3C)c1,1.584059705,train,random,0,,,,
Cc1cc(OCC(=O)N(C)C2CCCCCCC2)no1,1.752923841,train,random,0,,,,
COc1c(C)cccc1CN1CCC(O)(c2ccc(F)cc2)CC1,1.444481995,train,random,0,,,,
Cc1cc(C)nc(Nc2ccc(C3CCCN(CC(=O)N4CCCC4)C3)nc2)n1,0.918082785,train,random,0,,,,
O=C1Nc2ccccc2O[C@H]2C[C@@H]1N(CC1CC1)C2,1.160948481,train,random,0,,,,
CCN(C/C=C/c1ccc(F)cc1)Cc1nc(COC)no1,1.413500935,train,random,0,,,,
O=C(NC[C@@H]1CCN(c2ccccc2)C1)N1CCc2ccccc2C1,2.229848158,train,random,0,,,,
CCN1CCC(N(C)c2ncnc3c2cnn3C)CC1,2.181949292,train,random,0,,,,
Cc1cc2nc(CCC(=O)N3CCC(c4ccc(C(=O)N(C)C)c(N)n4)CC3)[nH]c2cc1C,2.02843704,train,random,0,,,,
COc1ccc(C)cc1NC(=O)CN1CCc2ccccc2C1,2.280145681,train,random,0,,,,
c1ccc(-c2n[nH]c(C3CCN(c4ccccn4)CC3)n2)cc1,1.197638876,train,random,0,,,,
COc1ccc(-n2cc3c(c2-c2ccccc2Br)c(=O)n(C)c(=O)n3C)cc1,1.574575243,train,random,0,,,,
COc1ccc(CN2CCC(c3nc(C(C)C)no3)CC2)c(F)c1,1.544489726,train,random,0,,,,
Cc1nnc(NCC(=O)N2CCc3sccc3C2)c(C#N)c1C,1.237367773,train,random,0,,,,
O[C@@H]1C[C@@H](c2nc(-c3ccccc3)no2)N(Cc2ccccc2)C1,1.733935179,train,random,0,,,,
CCCn1cc(C(=O)N2CCC(c3n[nH]cc3C(=O)N(C)Cc3ccccc3)CC2)cn1,2.109848421,train,random,0,,,,
c1ccc(CO[C@@H]2CCC[C@H]2n2cc(-c3nccs3)nn2)cc1,1.800923182,train,random,0,,,,
Cc1cc(C(=O)N(C)Cc2ccc(Br)cc2)no1,1.967599452,train,random,0,,,,
Cc1ncsc1CN1CCCN(c2nc3ccccc3[nH]2)CC1,1.562506984,train,random,0,,,,
CNC(=O)c1ccc(N2CCCC2)nc1,1.650200637,train,random,0,,,,
Cc1cc(OCc2ncc(C(C)(C)C)o2)nn1C,1.444638031,train,random,0,,,,
Clc1cccc(CNc2nc(C3CC3)no2)c1,1.342442421,train,random,0,,,,
Cc1ccc(-c2nc(NCc3ccco3)ncc2-c2cc(C)no2)cn1,1.942241269,train,random,0,,,,
O=C(c1ccccc1F)N1CCC[C@@H]1Cn1nnn(-c2cccs2)c1=O,1.795344637,train,random,0,,,,
COc1nc(C)nc(N(C)Cc2nccs2)c1C,2.116677465,train,random,0,,,,
COc1ccc(C2(NCc3ccc(N4CCCC4=O)cc3)CC2)cc1,1.125708926,train,random,0,,,,
O=C(c1cccnc1)N1CCCC(c2cccc(-c3cccc(Cl)c3)n2)C1,2.5987369,train,random,0,,,,
CNC(=O)c1ccc(N(C)C2CCC2)nn1,1.394504213,train,random,0,,,,
CC#CCNc1ccc(-n2cnnn2)c(C)c1,1.323417121,train,random,0,,,,
Nc1nc2ccccc2nc1N1CCCC1,2.36483043,train,random,0,,,,
Cc1cc(N2CCCCC2)nc(CNC(=O)c2ccccc2Cl)n1,1.751756258,train,random,0,,,,
CCc1nnc(NC(=O)Cc2cccc(F)c2)s1,0.870462432,train,random,0,,,,
O=C(CN1CCCN(c2ccc(C(F)(F)F)cn2)CC1)Nc1ccccc1F,2.171023996,train,random,0,,,,
Cc1cccc(NC(=O)CN2CCCN(c3ccc(C(F)(F)F)cn3)CC2)c1,2.177262274,train,random,0,,,,
O=C(CN1CCCN(c2nccs2)CC1)Nc1cccc(Cl)c1,2.645352502,train,random,0,,,,
COc1ccccc1NC(=O)CN1CCCN(c2nc(C)cs2)CC1,2.554656304,train,random,0,,,,
CC(C)(C)c1cc(NC(=O)c2cccc3cn[nH]c23)[nH]n1,0.993259831,train,random,0,,,,
Cc1ccccc1OCCCNc1cc(Cn2c(C)nc3ccccc32)nc(N)n1,2.855807378,train,random,0,,,,
COc1ccc(-c2cccc(C3CCCN(CC(=O)Nc4ccccn4)C3)n2)cc1,2.118449915,train,random,0,,,,
Cc1noc(C)c1C(=O)N1CCCN(c2ccc(F)cc2)CC1,2.045596772,train,random,0,,,,
COCC1CCN(c2noc(-c3cccs3)n2)CC1,1.597552591,train,random,0,,,,
NC(=O)COc1ccccc1-c1ccccc1,1.412611726,train,random,0,,,,
Cc1nc(C)c(C)c(NCc2cc(-c3ccc(F)cc3)no2)n1,1.306875174,train,random,0,,,,
Cn1cc(-c2ccc(-c3cncc(Cl)c3N3CCC4(CCNC4=O)CC3)cc2)cn1,1.817796667,train,random,0,,,,
Clc1ccc2c(Oc3cccnc3)ncnc2c1,1.222404291,train,random,0,,,,
CC(C)(C)c1csc(NC(=O)C2CC2)n1,1.306167592,train,random,0,,,,
Cc1ccc(C(=O)Nc2ncccc2C)s1,0.827563111,train,random,0,,,,
COc1ccc(Cc2cccc(C3CCN(C(=O)C4CCCC4)CC3)n2)cc1,2.056054478,train,random,0,,,,
O=C(CCCc1nnc(-c2ccccc2)o1)Nc1cccc2ccccc12,1.854919088,train,random,0,,,,
CN(CCC1CCCCC1)C(=O)c1ccon1,1.606424362,train,random,0,,,,
CN(C)Cc1cccc(N/C(=C2\C(=O)Nc3cc(C(=O)N(C)C)ccc32)c2ccccc2)c1,1.881681314,train,random,0,,,,
CC(C)c1cnn2c(NCc3ccccc3)cc(NCCCCCCN)nc12,0.89014146,train,random,0,,,,
COc1cc(C(C)C)c2c(c1)S(=O)(=O)N(COc1cc(=O)n3cccc(OCCN4CCCCC4)c3n1)C2=O,2.208962412,train,random,0,,,,
N#Cc1ccc(-c2csc(CCN3CCCC3=O)n2)cc1,0.764176132,train,random,0,,,,
N#Cc1cccc(CN2CCC=C(CNC(=O)c3cccs3)C2)c1,1.753621355,train,random,0,,,,
Cc1ccc(NC(=O)CN2CCCN(c3ccc(C(F)(F)F)cn3)CC2)c(F)c1,2.148473087,train,random,0,,,,
CN(C)[C@@H]1CN(C(=O)CCn2cnc3ccccc32)C[C@H]1O,0.739493231,train,random,0,,,,
CNC(=O)Cc1csc(-c2ccc(C)cc2)n1,2.033568496,train,random,0,,,,
CCN(CC)Cc1cccc(/C=C/c2nc3ccc(F)cc3c(=O)n2-c2ccccc2Cl)n1,1.84105899,train,random,0,,,,
N#CCCN(c1ncnc2sccc12)C1CC1,1.042339205,train,random,0,,,,
CCCCOc1ccc(C(=O)NCc2cc(C)on2)cc1,1.071550639,train,random,0,,,,
Nc1cncc(-c2ccc(CN3CCCCC3)cc2)c1,1.609423646,train,random,0,,,,
O=C(CN1CCCC(c2ccc3cn[nH]c3n2)C1)N1CCCC1,0.960280464,train,random,0,,,,
CCn1nc(C2CCCC2)nc1-c1ccncc1,1.39054654,train,random,0,,,,
O=C([C@H]1CCCN(Cc2ccc(F)cc2)C1)N1CCc2ccccc2C1,2.526548619,train,random,0,,,,
CC1(C)Cc2cc(NC(=O)c3cnn4cccnc34)c(N3CCN(CC(F)F)CC3)nc2O1,1.268718346,train,random,0,,,,
COc1ccc(-n2c(Cn3cnc(C#N)n3)nc3ccccc32)cc1,0.698535493,train,random,0,,,,
CCc1cc2c(N(C)CCO)ncnc2s1,1.866860112,train,random,0,,,,
c1cnc(N2CCC(Cc3ccncc3)CC2)nc1,1.039255444,train,random,0,,,,
CCNC(=O)c1cc(C2CC2)nc2c1c(C)nn2-c1ccccn1,1.412443747,train,random,0,,,,
Cc1ccc(CNC/C=C/c2ccccc2)cn1,1.454646716,train,random,0,,,,
CC(=O)Nc1ccc(Oc2ncnc3scc(-c4ccccc4)c23)cc1,1.590563209,train,random,0,,,,
O=C(c1ccc2[nH]ccc2c1)N1CCCC(c2cccc(-c3ccc(F)cc3)n2)C1,1.861886721,train,random,0,,,,
Cc1cc(Nc2ccc3c(c2)oc(=O)n3C)nc(C2CC2)n1,1.37821615,train,random,0,,,,
O=C(Cc1c(F)cccc1Cl)Nc1cccc2cnccc12,1.796761608,train,random,0,,,,
CCc1ccc(NC(=O)C2CCN(c3ccc4nncn4n3)CC2)cc1,0.686546899,train,random,0,,,,
CN(C)CCOc1ccc(-c2nc(-c3ccncc3)c(-c3ccc4c(c3)CC/C4=N\O)[nH]2)cc1,1.105237601,train,random,0,,,,
O=C(NCc1ccc(-n2cncn2)nc1)c1csc2c1CCCC2,1.344411925,train,random,0,,,,
Cc1sc2ncnc(OCC(=O)NC3CCCCC3)c2c1C,1.541304603,train,random,0,,,,
Cc1ccc2nc(-c3ccc(N(C)C)cc3)[nH]c2c1,2.079575551,train,random,0,,,,
Cc1nc(CC2CCN(S(=O)(=O)c3cn(C)cn3)CC2)cc(NC2CCCC2)n1,0.998172122,train,random,0,,,,
CCC(CC)NC(=O)c1ccc2ncsc2c1,0.863501301,train,random,0,,,,
c1ccc(OCc2cc(CC3(NCc4cnc5ccccc5c4)COC3)no2)cc1,2.184671561,train,random,0,,,,
Cc1nn(C)cc1CNc1nc(-c2cnccn2)nc2sc3c(c12)CCCC3,2.436401205,train,random,0,,,,
CN(C)c1cccc(C(=O)N2CCCC(c3cccc(-c4cccs4)n3)C2)c1,2.6977575,train,random,0,,,,
N#Cc1ccc(OCCn2cccn2)cc1,0.840858554,train,random,0,,,,
OC[C@@H](c1ccccc1)n1cc(CCc2ccccc2)nn1,1.392028293,train,random,0,,,,
Cc1nccc(-c2cccc(-n3ccnc3C(C)C)c2)n1,1.549260818,train,random,0,,,,
CN(Cc1cnn(C)c1)c1ncnc2c1oc1ccccc12,1.294840836,train,random,0,,,,
Cc1cccc(NC(=O)c2cccnc2N2CCCCC2)n1,2.077709392,train,random,0,,,,
CC(C)c1nc2c(n1C)CCN(c1ncnc3ccsc13)C2,1.337279516,train,random,0,,,,
Cc1ccnc(NC(=O)CN(C)C(=O)c2ccc(Cl)cc2)c1,1.217194318,train,random,0,,,,
c1ccc(-n2cc(CNc3ncccn3)cn2)cc1,1.48814161,train,random,0,,,,
COCCc1nc(-c2cnc(C3CC3)nc2)n(Cc2ccc(F)cc2)n1,0.906011625,train,random,0,,,,
COc1ccc(Br)c(-c2nnc(N)o2)c1,1.215426048,train,random,0,,,,
Cc1nn(C)c2nc(N3CCN(C)C[C@@H]3c3ccccc3)sc12,1.266419866,train,random,0,,,,
Cc1nc2ccccn2c1CC(=O)NCCCSc1ccccc1,1.891241881,train,random,0,,,,
COc1ccccc1CNC(=O)c1cnc(C2CCN(C(=O)C(C)(C)C)CC2)nc1C,2.339254623,train,random,0,,,,
CCOC(=O)N1CCC(Nc2nc3ccccc3s2)CC1,0.914660431,train,random,0,,,,
CCOc1ccc(-c2ccccc2NC(=O)COC)cc1,2.59989944,train,random,0,,,,
Cc1ccc(-n2nc(C(=O)N3CC(O)C3)c3c2CCCC3)cc1,1.726824975,train,random,0,,,,
CNC(=O)c1cnc(/C=C/c2csc(-c3cccs3)n2)s1,1.535926741,train,random,0,,,,
Cc1ccc(-c2nc(C(=O)N3CCc4ccccc4C3)cs2)o1,2.271330371,train,random,0,,,,
CC(=O)NC1CCN(Cc2cccc(-c3cccnc3)c2)CC1,0.781180721,train,random,0,,,,
COc1ccc2c(c1)C=C(CN1CCC(c3cc(-c4ccc(N)nc4)cc(C)n3)CC1)CO2,1.637939802,train,random,0,,,,
CSCCc1nc(-c2cc(C)nc3cc(F)ccc23)n(CCO)n1,1.229015943,train,random,0,,,,
Cc1nc(NC(c2nccn2C)C2CC2)c2sccc2n1,1.64086885,train,random,0,,,,
CCCn1ncc2ccc(C3CCCN(CC(=O)N4CCCC4)C3)nc21,1.44120795,train,random,0,,,,
CC1CCC(NC(=O)c2oc3ccccc3c2CS(C)=O)CC1,1.181729285,train,random,0,,,,
CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)nc2O)c1C)C1CCOCC1,2.116381905,train,random,0,,,,
CN(Cc1n[nH]c2c1CCCC2)c1nccnc1C#N,1.597409949,train,random,0,,,,
COc1ccc(C(=O)c2ccccc2)c(Oc2nc3c(c(=O)n(C)c(=O)n3C)n2C)c1,1.333265861,train,random,0,,,,
COc1ccc(OC)c(-c2cc(C(=O)N3CCCN(C(C)=O)CC3)no2)c1,1.109004508,train,random,0,,,,
