SMILES,Standard Value,dset,group,fold,astrazeneca_PPB_cbert_mlm-bert-100,astrazeneca_PPB_cbert_mlm-bert-30,astrazeneca_PPB_cbert_mlm-bert-60,astrazeneca_PPB_cbert_none-bert-0,astrazeneca_PPB_mlm_mlm-bert-100,astrazeneca_PPB_mlm_mlm-bert-30,astrazeneca_PPB_mlm_mlm-bert-60,astrazeneca_PPB_mlm_none-bert-0,astrazeneca_PPB_mtr_mlm-bert-100,astrazeneca_PPB_mtr_mlm-bert-30,astrazeneca_PPB_mtr_mlm-bert-60,astrazeneca_PPB_mtr_mtr-bert-100,astrazeneca_PPB_mtr_mtr-bert-30,astrazeneca_PPB_mtr_mtr-bert-60,astrazeneca_PPB_mtr_none-bert-0,mlm-bert-100,mlm-bert-30,mlm-bert-60,mtr-bert-100,mtr-bert-30,mtr-bert-60,none-bert-0
CC(=O)N(C)c1ccc2ccn(-c3cc(NC4CC4)n4ncc(C#N)c4n3)c2c1,1.988960070390338,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,1.9876662649262744,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(=O)N1CCN(c2nc(NC(C)(C)Cc3ccc(Cl)cc3)c3c(n2)C(=O)N(C(C)C)C3)CC1,1.9844350529522472,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(=O)N1CCN(c2nc(NCC(C)c3ccc(Cl)cc3)c3c(n2)C(=O)N(C(C)C)C3)CC1,1.9333354100776512,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(=O)N1CCN(c2nc(NCc3ccc(OC(F)(F)F)cc3)c3c(n2)C(=O)N(C(C)C)C3)CC1,1.9289076902439528,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(=O)N1CCN(c2nc(N[C@H](C)c3ccc(OC(F)(F)F)cc3)c3c(n2)C(=O)N(C(C)C)C3)CC1,1.952792443044092,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(=O)N1CCN(c2nc(N[C@H](C)c3cnc4ccccc4c3)c3c(n2)C(=O)N(C(C)C)C3)CC1,1.994800899294604,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(=O)N1CCN(c2nc3c(c(N(C)Cc4cc5ccccc5cn4)n2)CN(C(C)C)C3=O)CC1,1.82020145948564,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(=O)NC(C)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,1.9943171526696368,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(=O)NC1CC2CCCC(C1)N2C(=O)Nc1ccc(Cl)c(C(F)(F)F)c1,1.9908270505674788,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,1.447851711219492,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(=O)N[C@@H](C)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,1.9934803190699968,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(=O)N[C@@H](CCN)C(=O)N[C@H](C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O,1.8098289610678864,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H]1CCCNC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](CC2CCCCC2)NC(=O)[C@@H]2CCCN2C1=O,1.922621671523199,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(=O)N[C@H](C)c1ccc(Nc2ncc3cc(-c4ccncc4)c(C)cc3n2)cc1,1.9916247345340048,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(=O)N[C@H](C)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,1.9737564839681645,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1cc2c(ccn2-c2cc(NC3CC3)n3ncc(C#N)c3n2)cc1C,1.9908270505674788,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1ccc(CNc2[nH]nc3ccnc(Oc4ccccc4)c23)cc1,1.953807997665307,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1ccc(Nc2cc(C)nc3c(-c4ccccc4)cnn23)cc1,1.9981721219394408,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,1.9973863843973128,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1ccc(O)cc1,1.4255342204982635,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1ccc2c(c1)c(-c1cc(NC3CC3)n3ncc(C#N)c3n1)cn2CCCO,1.994800899294604,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1ccc2ccn(-c3cc(NC4COC4)n4ncc(C#N)c4n3)c2c1,1.9426032488421563,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1ccc2ccn(-c3cc(NCCCN(C)C)n4ncc(C#N)c4n3)c2c1,1.953807997665307,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1ccc2ccn(-c3cc(NCCCN4CCCC4)n4ncc(C#N)c4n3)c2c1,1.9696022648485392,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1ccc2ccn(-c3cc(NCCN4CCCC4)n4ncc(C#N)c4n3)c2c1,1.9751559784066888,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1ccc2ccn(-c3cc(NCCN4CCOCC4)n4ncc(C#N)c4n3)c2c1,1.948510768837657,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1ccc2ccn(-c3cc(Nc4ccn(C)n4)n4ncc(C#N)c4n3)c2c1,1.992862671389028,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1cccc(Nc2ncnc(N3CCC(OCc4ccc(OC(F)(F)F)cc4)CC3)n2)c1C,1.9953276895845848,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1cccc(OCc2cnc(Cl)s2)c1,1.9387698227831167,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1cccc2c1c(Oc1ccc(Cl)cc1)c(C)n2CC(=O)O,1.9426032488421563,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1cccc2c1c(S(=O)(=O)c1ccc(Cl)cc1)c(C)n2CC(=O)O,1.9810026899414,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1cnc2ccn(-c3cc(NC4CC4)n4ncc(C#N)c4n3)c2c1,1.988960070390338,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1nc(CCc2ccc(NC(=N)N)cc2)cs1,1.7279477095447968,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1nc2c(Oc3cc(-c4ccc(C(F)(F)F)cc4)ncn3)cccc2s1,1.99753899610488,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)C2CC[C@@]3(C)C(CC[C@@]34CCC(=O)O4)C21,1.880642126404285,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,1.9978667262391447,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,1.887673552454448,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(=O)c1cc2ccc(O)cc2oc1=O,1.9934803190699968,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(=O)c1cn(Cc2ccccc2)c(=O)n(Cc2ccc(F)cc2)c1=O,1.9892272737305368,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(=O)c1ncccc1NC(=O)[C@H]1CC[C@H](N2C(=O)[C@@H]3[C@@H]4CC[C@@H](C4)[C@@H]3C2=O)CC1,1.9943171526696368,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C(=O)O)c1ccc2oc(-c3ccc(Cl)cc3)nc2c1,1.9989564404704865,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,1.9958303599232703,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C(=O)O)c1cccc(Oc2ccccc2)c1,1.9936125579388904,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C(=O)OC1CC[N+](C)(C)CC1)(c1ccccc1)N1CCC(F)(F)CC1,1.575187844927661,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C(=O)O[C@@H]1CC[N+](C)(C)C1)(c1ccccc1)C1CCCC1,1.866695785210553,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,1.87108406464403,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C(=O)c1cccnc1)c1cccnc1,1.0484418035504044,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)CCN1CC[C@H](CNC(=O)c2cc(Cl)cc(Cl)c2)[C@H](F)C1,1.9580688151870096,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)COc1ccc(-n2cc(C(=O)O)cn2)cc1C#N,1.990161192898479,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)CS(=O)(=O)NCCN1CCN(CC(=O)NC23CC4CC(CC(C4)C2)C3)CC1,1.937409444201466,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)NC(=O)CN1CCN(CC(=O)NC23CC4CC(CC(C4)C2)C3)CC1,1.8426608737187475,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)NC(=O)NCCN1CC(NC(=O)c2cc(Cl)cc(Cl)c2)C1,1.9586845017644248,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)NC(=O)NCCN1CCC(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1,1.9395183960343023,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)NC(=O)NCCN1CCC(O)(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1,1.859027785805888,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)NC(=O)NCCN1CCCC(NC(=O)c2cc(Cl)cc(Cl)c2)C1,1.9806483261799392,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)NC(=O)NCCN1CCN(CC(=O)NC23CC4CC(CC(C4)C2)C3)CC1,1.85328319511532,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)NC(=O)NCCN1CCN(CC(=O)Nc2cc(Cl)cc(Cl)c2)CC1,1.9759592508370751,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)NC(=O)NCCN1CCOC(CNC(=O)c2cc(Cl)cc(Cl)c2)C1,1.9684633697085905,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O.O,1.8476989195282392,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,1.9964654867357507,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)NC(=O)c1ccc(Oc2cc(F)c(CC(=O)O)cc2Cl)c(NS(=O)(=O)c2ccc(C3CC3)cc2Cl)c1,1.9988255046526315,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)NCC(O)COc1nsnc1N1CCOCC1,1.6057358938767468,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,1.3521739358453306,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)NS(=O)(=O)c1cncc(-c2ccc3nc(NC(=O)NCC(=O)N4CCCC4)nn3c2)c1,1.85613485646579,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)NS(=O)(=O)c1cncc(-c2ccc3nc(NC(=O)NCC(=O)N4CCOCC4)nn3c2)c1,1.7002371325843968,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)OC(=O)N1CCC(OCc2nc(-c3ccncc3)no2)CC1,1.9811921695861188,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)OC(=O)N1CCN(c2ncc(OCc3ccncc3)cn2)CC1,1.9899669530984807,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)OC(=O)NCCCSC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,1.88303651002768,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)OC(=O)NC[C@H]1CC[C@H](CNC(=O)c2cc(-c3cccc(CN)c3)nc3ccccc23)CC1,1.993215146934532,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)OC(=O)NC[C@H]1CC[C@H](CNC(=O)c2cc(-c3ccccc3)nc3ccccc23)CC1,1.9987377530559025,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)OC(=O)NC[C@H]1CC[C@H](CNC(=O)c2cc(-c3ccncc3)nc3ccccc23)CC1,1.9912260756924949,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)OC(=O)NC[C@H]1CC[C@H](CNC(=O)c2cc(N3CCC(CCN)CC3)nc3ccccc23)CC1,1.9858304898583925,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)OC(=O)NC[C@H]1CC[C@H](CNC(=O)c2cc(N3CCC(CCN4CC(O)C4)CC3)nc3ccccc23)CC1,1.988736326973416,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)OC(=O)NC[C@H]1CC[C@H](CNC(=O)c2ccnc(-c3ccccc3)c2)CC1,1.9958544798745657,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)OC(=O)N[C@H](Cc1ccccc1C(F)(F)F)C(=O)NCc1nc2cccnc2n1Cc1ccccc1,1.9971414590894123,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)Oc1ccc(C(=O)Nc2ccc3sc(CO)nc3c2)cc1,1.9772662124272928,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)S(=O)(=O)CCCN1CCN(CC(=O)NC23CC4CC(CC(C4)C2)C3)CC1,1.83482729022672,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)S(=O)(=O)N[C@H]1CC[C@H](C(=O)Nc2ccc(C(F)(F)F)cn2)CC1,1.9818638909913504,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)[C@@H](O)C(=O)N1CCC[C@H]1C(=O)NCc1cc(Cl)ccc1CN,1.6611613429370051,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)c1cc(NC(=O)NCc2ccccc2Sc2ccc3nnc(-c4ccccc4SCCO)n3c2)n(-c2ccc(O)c(Cl)c2)n1,1.9994350498763296,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)c1ccc2c(c1)CC[C@H]2NC(=O)Nc1cccc2[nH]ncc12,1.999043499603163,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(CCCCCOCCc1ccccc1)NCCc1ccc(O)c2nc(O)sc12,1.989939013284536,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(Cc1cccc(CC(=O)NCc2cccc(-c3ccc(O)cc3)c2)c1)NC[C@H](O)c1ccc(O)c(NS(C)(=O)=O)c1,1.980314703185864,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(N)C(=O)N[C@H](COCc1ccccc1)C(=O)N1CCC2(CC1)CN(S(C)(=O)=O)c1ccccc12,1.8850504416763127,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(O)c1ccc(Nc2nc3ccc(C#N)cc3[nH]2)cc1,1.967547976218862,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,1.999782798454136,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(Oc1ccc(Cl)cc1)C(=O)N1CCN(c2ccccn2)CC1,1.996314494634636,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)/N=c1\cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,1.998390130318048,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)C(=O)Nc1nc(-c2ccccn2)cc2ccccc12,1.9892272737305368,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)C(NC(=O)c1cc(Cl)ccc1C(F)(F)F)C(=O)c1ccc(C#N)cc1,1.984736230075638,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)C(NC(=O)c1ccccc1)C(=O)c1ccc(C#N)cc1,1.950153145195494,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)C(NC(=O)c1ccccc1)C(=O)c1ccc(F)cc1,1.9699271993044671,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)C(NC(=O)c1ccccc1)C(=O)c1ccc([N+](=O)[O-])cc1,1.9752029237517343,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)CCOc1ccc(N)cc1,1.9696022648485392,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)COc1ccc(-c2cc(O)nc(N)n2)cc1,1.98344585734134,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)COc1ccc(-c2cc(O)nc(N)n2)cc1C#N,1.9818638909913504,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)COc1cccc(/C=C2\SC(=O)NC2=O)c1N1CCC[C@@H](N)C1,1.994800899294604,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)C[C@H](CN)CC(=O)O,1.6989700043360187,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)C[C@H](CO)Nc1nc(SCc2cccc(C#N)c2)nc2nc(N)sc12,1.996248914569132,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)C[C@H](CO)Nc1nc(SCc2ccccc2)nc2[nH]c(=O)sc12,1.999130541287371,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)C[C@H](CO)Nc1nc(S[C@@H](C)c2ccccc2)nc2[nH]c(=O)sc12,1.999449500928628,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)C[C@H](CO)Nc1nc(S[C@@H](C)c2ccccc2F)nc2nc(N)sc12,1.999261031901216,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,1.9387698227831167,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)Cc1c(C(=O)C(N)=O)c2c(OCC(=O)NS(C)(=O)=O)cccc2n1Cc1ccccc1,1.988960070390338,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)Cc1c(C(=O)C(N)=O)c2c(OCC(=O)O)cccc2n1Cc1ccccc1,1.987265913519961,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)Cc1nn(C)c(=O)c2c(SCCCO)n(Cc3cccc4ccccc34)cc12,1.999130434458308,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)Cn1c(=O)n(C)c(=O)c2c(-c3ccncc3)n(Cc3cccc4ccccc34)nc21,1.9945810812598948,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC(C)(O)C3)c(Cc3ccccc3C(F)(F)F)sc21,1.944118510742863,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Cc3c[nH]c4ccccc34)sc21,1.853660120050432,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Cc3c[nH]c4ncccc34)sc21,1.836513998890672,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Cc3ccnc4ccc(F)cc34)sc21,1.732554579851432,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Oc3cccc4ccccc34)sc21,1.996861768490673,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3C[C@H](O)CO3)c(Cc3ccnc4ccccc34)sc21,1.867896984532624,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)Cn1c(=O)n(C)c(=O)c2c(SCCCO)c(Cc3cccc4ccccc34)sc21,1.9995654882259823,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)Cn1cnc2c(N)nc3ccccc3c21,1.947065906356196,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,1.5236164190543708,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)N(CCCNC(=O)Nc1ccc(C(C)(C)C)cc1)C[C@H]1O[C@@H](n2ccc3c(N)ncnc32)[C@H](O)[C@@H]1O,1.9026554752179257,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)N(CCCNC(=O)Nc1ccc(C(C)(C)C)cc1)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,1.8544882250444303,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)N1C(=O)[C@H](NC(=O)[C@@H](Cc2ccccc2OC(F)(F)F)NC(=O)OC(C)(C)C)CCc2ccccc21,1.998695158311656,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)N1CCC(N(C(=O)Cc2ccccc2)c2ccc(Cl)cc2)CC1,1.8515640822634885,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)N1CCN(Cc2cnc(-c3cc(-c4cccc5[nH]ccc45)cc4[nH]ncc34)o2)CC1,1.9854694307066167,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)NC(=O)c1cc2c(-n3ccc(C(F)(F)F)n3)c(-c3cncc(C(=O)O)c3)cnc2[nH]1,1.887673552454448,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)NC(=O)c1ccc2c(Nc3ccc(Cl)cc3)nc(N3CCOCC3)nc2c1,1.997779430865604,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)NC(=O)c1cnc(N2CCC(N3C(=O)OCc4ccccc43)CC2)c(Cl)c1,1.9975611156335884,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)NC(=O)c1nn(-c2ccc(Cl)cc2)c(=O)c2c(N)scc12,1.993031159708928,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,1.6058912812683457,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,1.3880389910075983,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)NCC(O)COc1cccc2[nH]ccc12,1.6175245348862923,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)NC[C@@H](O)COc1cccc2ccccc12,1.9146772245453048,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)NC[C@H](O)COc1cccc2ccccc12,1.9176955293230893,train,random,0,,,,,,,,,,,,,,,,,,,,,,
