SMILES,microsom_stab_h,dset,group,fold,adme_microsom_stab_h_cbert_mlm-bert-100,adme_microsom_stab_h_cbert_mlm-bert-30,adme_microsom_stab_h_cbert_mlm-bert-60,adme_microsom_stab_h_cbert_none-bert-0,adme_microsom_stab_h_mlm_mlm-bert-100,adme_microsom_stab_h_mlm_mlm-bert-30,adme_microsom_stab_h_mlm_mlm-bert-60,adme_microsom_stab_h_mlm_none-bert-0,adme_microsom_stab_h_mtr_mlm-bert-100,adme_microsom_stab_h_mtr_mlm-bert-30,adme_microsom_stab_h_mtr_mlm-bert-60,adme_microsom_stab_h_mtr_mtr-bert-30,adme_microsom_stab_h_mtr_none-bert-0,adme_microsom_stab_h_sbert_mlm-bert-100,adme_microsom_stab_h_sbert_mlm-bert-30,adme_microsom_stab_h_sbert_mlm-bert-60,adme_microsom_stab_h_sbert_none-bert-0,mlm-bert-100,mlm-bert-30,mlm-bert-60,mtr-bert-100,mtr-bert-30,mtr-bert-60,none-bert-0
CC(=O)Nc1ccc(C(=O)N2CCCCC2c2nc(N)ncc2-c2cccc(Cl)c2)cc1,1.727004157,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(F)ccc1C1C(=O)NCCN1C(=O)c1ccc2nccn2c1,0.777789187,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
C[C@H]1CN(C(=O)CC(c2ccccc2)c2ccccc2)C[C@@H](C)O1,1.561387637,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CN1[C@H]2CC[C@@H]1C[C@@H](OC(c1ccccc1)c1ccccc1)C2,0.993700695,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)C(=O)N1CCC(Cc2ccc(-c3cccs3)cc2)(C(=O)N2CCCC2)CC1,2.347780667,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
OC[C@H](Nc1cncc(-c2ccc3[nH]ncc3n2)c1)c1ccccc1,0.991226076,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ncsc1C(=O)N1CCCCC1c1nc(N(C)C)ncc1-c1cccc(Cl)c1,2.372418541,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)N1CCN(c2nc(C(F)(F)F)nc3sc(C)c(C)c23)CC1,1.633670406,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
c1ccc(Oc2cccc(CN(CCN3CCOCC3)Cc3cccnc3)c2)cc1,3.096213889,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc([C@H]2CN(C(C)=O)[C@@H]3CCCN(Cc4cccc(F)c4)[C@H]23)cc1,2.24496946,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
OCC1CCCCN1Cc1ccc(-c2ccccc2)cc1,1.314330783,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ncsc1C(=O)N1CCCCC1c1nc(N)ncc1-c1cccc(C(F)(F)F)c1,2.572128951,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccc2ccccc2n1)c1ccc(N2CCOC2=O)cc1,0.713490543,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,1.074597045,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccoc23)c1,1.209407768,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CCN1CCN(S(=O)(=O)Cc2ccc(Cl)c(Cl)c2)CC1,1.917836225,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CCn1c(CO)nn(-c2cc(O[C@@H](C)C(F)(F)F)c(C(=O)Nc3c(F)cccc3Cl)cc2F)c1=O,0.857242009,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CCN(C/C=C\c1ccc(C2CCCCC2)c(Cl)c1)C1CCCCC1,1.676446677,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
NCCN1CCN(C/C=C/C(=O)N2CCC[C@@H](n3nc(-c4ccc(Oc5ccccc5)cc4)c4c(N)ncnc43)C2)CC1,0.957559402,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cn1c(C2CC2)nc2c1CCN(c1ncnc3ccsc13)C2,1.503858749,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
COc1nn(C)cc1C(=O)Nc1cccc2cnccc12,1.998886781,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CNC(=O)C1(Cc2ccc(-c3ccncc3)cc2)CCN(Cc2cccc(F)c2)C1,2.398082434,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ncc(CN2CCC(Nc3ccc4nnnn4n3)C(C)C2)s1,1.208387604,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1nc(Nc2nccs2)cc(C2CN(c3ncccn3)C2)n1,1.481858091,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(Nc2c(C#N)cnc3cc(OC)c(OC)cc23)cc1Cl,1.724816353,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1noc(C(C)C)c1C(=O)N1CC(C)OC(c2ccccc2)C1,1.852187112,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CN(Cc1ccccc1)C1(C(=O)N2CCNC(=O)CC2)Cc2ccccc2C1,2.052682402,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1c(F)cccc1NC(=O)CN1[C@H]2CCCC(=O)N[C@@]2(C)C[C@H]1Cc1ccccc1,2.426639741,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,1.28427278,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(NC(=O)CN2[C@H]3CCCC(=O)N[C@@]3(C)C[C@H]2Cc2ccccc2)cc1F,2.698323293,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CN(C)C(=O)C1(Cc2ccccc2-c2cccc(F)c2)CCN(C(=O)C2CC=CCC2)CC1,2.998834093,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
COCC(=O)N1CCC(Cc2ccccc2-c2cccc(F)c2)(C(=O)NC(C)C)CC1,2.172170757,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(CNC(=O)c2sc3nc(C)cc(C)c3c2N)cc1,1.644123341,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
C#C[C@@](C)(CC)NC(=O)c1cc(F)cnc1NC1CC(F)(F)C1,1.842771446,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CNC(=O)C1(Cc2ccc(-c3cccnc3)cc2)CCN(Cc2ccc(F)cc2)C1,2.35761091,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CCCC[C@@H]2[C@H](C[C@@H](Cc3ccccc3F)N2C(=O)c2cccc3ncccc23)N1,1.804466564,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CC(O)(C#Cc1ccc2c(c1)N(c1nc(N)ncc1Cl)CC2)c1nccs1,1.860308054,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
COCCc1noc(CN2CC(c3ccccc3)(c3ccccc3)CCC2=O)n1,2.325244658,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1[nH]nc2c1C1(CCCCC1)CC(=O)N2,0.926496789,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1oc2ccccc2c1CNc1nnc(-c2ccncc2)o1,1.523538372,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1cccc2ncccc12)[C@H]1CCCN(S(=O)(=O)c2ccccc2)C1,1.578982843,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H]1Cc2ccccc2N1C(=O)Cn1nc(-c2cccc3ncccc23)oc1=O,1.867909218,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Nc1ncnc2c1c(-c1cnc3[nH]ccc3c1)nn2C1CCCC1,2.005819468,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CC1CN(C(=O)c2cccnc2N2CCOCC2)CC(c2ccccc2)O1,1.554695053,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(Nc2cnccn2)cc(C2CCCN(CC(=O)N3CCCC3)C2)n1,0.734719842,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccnc1Nc1cccc(C2CCCN(CC(=O)Nc3nccs3)C2)n1,1.953648568,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CN(C)C(=O)C1(Cc2ccccc2-c2ccccc2)CCN(C(=O)c2cnn(C)c2)CC1,2.666523596,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)CC(=O)C2=C(C1)NC(=O)CC2c1ccc(Br)cc1,1.775384687,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
O=C(CN1CCCC(c2cccc(Cc3cccc(F)c3)n2)C1)N1CCCC1,1.881806762,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc2ncnc(Nc3cccc(O)c3)c2cc1OC,1.342679234,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
O=C1NCCSc2c1sc1ccc(O)cc21,1.688642252,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CCn1cc(C(=O)O)c(=O)c2c(N)c(F)c(NC3CCCCC3)cc21,0.940516485,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CC1CCN([C@H](c2ccc(F)cc2)c2ccc([C@@H](C)C(=O)O)cc2-c2ccc(C(F)(F)F)cc2)CC1,0.894224095,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)NCC(=O)N1[C@H]2CC[C@@H]1c1cc(Nc3ncc(C(F)(F)F)c(NC4CCC4)n3)ccc12,1.317394675,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CCC(=O)N1Cc1nc(C23CC4CC(CC(C4)C2)C3)cs1,2.019872011,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1nc2c(s1)COc1ccccc1-2)c1cnc(Cl)c(Cl)c1,1.528543921,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,1.202869588,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)c1ccc(C(=O)Nc2cn3cc(-n4ccnc4)ccc3n2)cc1,1.781252594,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(Nc2cc(-c3cccc(C#N)c3)ccn2)ccc1N1CCN(C)CC1,0.76930346,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CCS(=O)(=O)N1CCN(c2ccc(Nc3ncc(C(N)=O)c(NC4CC4)n3)cc2)CC1,0.988068203,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CC[C@H]1[C@@H](COc2nccc3cc(C(N)=O)c(OC)cc23)NC(=O)[C@H]1F,1.543596268,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,1.113241232,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
C[C@H]1CN(C2COC2)CCN1c1ccc(Nc2cc(-c3ccnc(N4CCn5c(cc6c5CC(C)(C)C6)C4=O)c3CO)cn(C)c2=O)nc1,1.169292275,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Nc1ncc(-c2cc(C3C4CN(C5COC5)CC43)n(CC3CC3)n2)cc1C(F)(F)F,1.11320777,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
NS(=O)(=O)C#Cc1ccccc1,1.023705043,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOC)cc3)ncc2F)c1,1.506071875,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(Oc4ccnc(C(=O)NC)c4)cc3)ncc2F)c1,1.822599543,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
C=CC(=O)N(C)CCOc1c(N)ncnc1-c1cc(F)cc(NC(=O)c2ccc(C3CC3)cc2F)c1C,1.89741814,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CC#CC(=O)N1CCC[C@@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,1.868620931,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)NCCNc1cc(Cl)nn2c(-c3cccc(S(=O)(=O)N(C)C)c3)c(C)nc12,2.357256208,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1c[nH]c(=O)n1-c1ccc(C(=O)Nc2ccc3ccccc3n2)cc1,0.948364056,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CNC(=O)c1cccc(NC(=O)N2CCC(Oc3ccccc3Cl)CC2)c1,0.819280647,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(OCC(=O)Nc2cccc(Cl)c2N2CCN(C(C)=O)CC2)cc1,2.257044666,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
c1ccc(-c2ccc(CN3CCCCCCC3)cc2)cc1,1.596179092,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)N1CCN(c2c(Cl)cccc2NC(=O)COc2ccccc2Cl)CC1,2.633232054,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CCC(=O)N1CCN(c2ccc(Cl)cc2NC(=O)COc2ccccc2)CC1,1.946432613,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(Oc2ccc(Cl)cc2NC(=O)CN(C)CC(=O)N(C)C)cc1,3.021840253,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccccc1-c1nc(Cn2ccnc2C(C)C)c(C)o1,2.490768687,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CCc1nc2cc(-c3c(OC)cccc3OC)ccc2o1,1.695253962,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
O=C(C1CCC(O)CC1)N1CCCN(c2ccc(F)cc2)CC1,1.076312688,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1nnc(NCCc2ccc3c(c2)OCO3)c(C#N)c1C,1.7170544,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1occc1C(=O)NCC(=O)Nc1nc2cc(Cl)ccc2n1C,0.977449227,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
c1ccc(-c2noc(NC3CC3)n2)cc1,1.920138986,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)Cc1ccc2cc(COC(=O)Nc3ccc(C(=O)NO)cc3)ccc2c1,0.900913068,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(-c2cnn(CCNC(=O)c3sc(C)nc3C)c2C2CC2)on1,1.376923524,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CCCOc1ccccc1C(=O)N1CC(Oc2cccc(OC)c2)C1,1.967707064,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
O=C(c1ccc(-n2cccn2)nc1)N1CCN(c2ccccc2O)CC1,0.764026608,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(CCNCc2ccc(-c3ccccc3)o2)cc1OC,1.805113286,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CSCC(=O)N1CCN(C(=O)CSC)C2(CCCCC2)C1,1.762205758,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
COc1cccc(OCCCn2cncc2-c2cc3c(cc2C)n(C)c(=O)n3C)c1,1.584059705,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)c1c(C)[nH]c(C(=O)N(C)Cc2ccc(OC)c(F)c2)c1C,1.740560051,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(OCC(=O)N(C)C2CCCCCCC2)no1,1.752923841,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)CNc1nnc(SCc2ccncc2)s1,1.490239485,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)nc(Nc2ccc(C3CCCN(CC(=O)N4CCCC4)C3)nc2)n1,0.918082785,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
O=C1Nc2ccccc2O[C@H]2C[C@@H]1N(CC1CC1)C2,1.160948481,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CCN(C/C=C/c1ccc(F)cc1)Cc1nc(COC)no1,1.413500935,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc2nc(CCC(=O)N3CCC(c4ccc(C(=O)N(C)C)c(N)n4)CC3)[nH]c2cc1C,2.02843704,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(C)cc1NC(=O)CN1CCc2ccccc2C1,2.280145681,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
c1ccc(-c2n[nH]c(C3CCN(c4ccccn4)CC3)n2)cc1,1.197638876,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(-n2cc3c(c2-c2ccccc2Br)c(=O)n(C)c(=O)n3C)cc1,1.574575243,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(CN2CCC(c3nc(C(C)C)no3)CC2)c(F)c1,1.544489726,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1nnc(NCC(=O)N2CCc3sccc3C2)c(C#N)c1C,1.237367773,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
O[C@@H]1C[C@@H](c2nc(-c3ccccc3)no2)N(Cc2ccccc2)C1,1.733935179,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CCCn1cc(C(=O)N2CCC(c3n[nH]cc3C(=O)N(C)Cc3ccccc3)CC2)cn1,2.109848421,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
c1ccc(CO[C@@H]2CCC[C@H]2n2cc(-c3nccs3)nn2)cc1,1.800923182,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C(=O)N(C)Cc2ccc(Br)cc2)no1,1.967599452,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ncsc1CN1CCCN(c2nc3ccccc3[nH]2)CC1,1.562506984,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CNC(=O)c1ccc(N2CCCC2)nc1,1.650200637,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(-c2nc(NCc3ccco3)ncc2-c2cc(C)no2)cn1,1.942241269,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
O=C(c1ccccc1F)N1CCC[C@@H]1Cn1nnn(-c2cccs2)c1=O,1.795344637,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
COc1nc(C)nc(N(C)Cc2nccs2)c1C,2.116677465,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CN(Cc1cccc(C#N)c1)Cc1ccccc1C#N,2.451204429,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CN1CCN(Cc2noc(Cc3ccccc3)n2)c2ccccc21,2.53226377,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
O=C(c1cccnc1)N1CCCC(c2cccc(-c3cccc(Cl)c3)n2)C1,2.5987369,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CNC(=O)c1ccc(N(C)C2CCC2)nn1,1.394504213,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CC#CCNc1ccc(-n2cnnn2)c(C)c1,1.323417121,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Nc1nc2ccccc2nc1N1CCCC1,2.36483043,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(N2CCCCC2)nc(CNC(=O)c2ccccc2Cl)n1,1.751756258,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccccc1C(=O)NCc1nc(C)cc(N2CCCCC2)n1,1.983662364,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
O=C(CN1CCCN(c2ccc(C(F)(F)F)cn2)CC1)Nc1ccccc1F,2.171023996,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
