SMILES,Standard Value,dset,group,fold,astrazeneca_Solubility_cbert_mlm-bert-100,astrazeneca_Solubility_cbert_mlm-bert-30,astrazeneca_Solubility_cbert_mlm-bert-60,astrazeneca_Solubility_cbert_none-bert-0,astrazeneca_Solubility_mlm_mlm-bert-100,astrazeneca_Solubility_mlm_mlm-bert-30,astrazeneca_Solubility_mlm_mlm-bert-60,astrazeneca_Solubility_mlm_none-bert-0,astrazeneca_Solubility_mtr_mlm-bert-100,astrazeneca_Solubility_mtr_mlm-bert-30,astrazeneca_Solubility_mtr_mlm-bert-60,astrazeneca_Solubility_mtr_mtr-bert-100,astrazeneca_Solubility_mtr_mtr-bert-30,astrazeneca_Solubility_mtr_mtr-bert-60,astrazeneca_Solubility_mtr_none-bert-0,mlm-bert-100,mlm-bert-30,mlm-bert-60,mtr-bert-100,mtr-bert-30,mtr-bert-60,none-bert-0
CC(=O)NC1CN(c2ccc(Nc3ncc(F)c(-c4cnc(C)n4C(C)C)n3)cc2)C1,5.07990446766672,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(=O)N[C@@H]1CCN(c2ccc(Nc3ncc(F)c(-c4cnc(C)n4C(C)C)n3)cc2)C1,3.939519252618618,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1ccc(-c2ccccc2)cc1,4.899820502427096,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1ccc(Br)cc1,5.920018916028915,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1ccc(CNc2[nH]nc3cccc(Oc4ccc(S(C)(=O)=O)cc4)c23)cc1,3.633468455579586,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1nc(-c2ccc(Br)s2)cs1,3.342422680822206,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1nc(-c2ccccc2)ns1,5.260071387985075,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1nc(-c2cccs2)cs1,5.0,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1nc2c(s1)C(=O)NCCC2,6.130011949671904,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(=O)OCCn1c(Sc2nc3cccc(Cl)c3s2)nc2c(N)ncnc21,3.6020599913279625,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,4.570542939881897,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(=O)c1ccc2[nH]c(-c3cccnc3)cc(=O)c2c1,5.100025730107863,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(=O)c1noc(C)c1C(=O)Nc1nccs1,4.670245853074124,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(=O)n1c2ccccc2c2cc(NC(=O)CCc3ccncc3)ccc21,3.322219294733919,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C(=O)N1CCc2ccccc2C1)N1C(=O)c2ccccc2C1=O,5.109915863023793,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)C(O)C(Cc1ccccc1Cl)n1cncn1,5.599992177584098,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)CNCCn1c(Sc2nc3cccc(Cl)c3s2)nc2c(N)ncnc21,2.6989700043360187,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)Cn1c(CN2C(=O)CC3(CCNCC3)C2=O)cc2cnc(C#N)nc21,5.759969857554308,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)Cn1c2ccccc2c2cc(NC(=O)N3CCOCC3)ccc21,2.0,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)NC(=O)Nc1ccc(-c2c(N)nc(N)nc2COCc2ccccc2)cc1,5.63002085111341,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,4.559906625036112,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)NC(=O)c1ccc(Oc2cc(F)c(CC(=O)O)cc2Cl)c(NS(=O)(=O)c2ccc(C3CC3)cc2Cl)c1,5.929980590515514,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)NS(=O)(=O)c1cncc(-c2ccc3nc(N)nn3c2)c1,4.800029359244134,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)NS(=O)(=O)c1cncc(-c2ccc3nc(NC(=O)NCC(=O)N4CCCC4)nn3c2)c1,3.8195439355418688,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)NS(=O)(=O)c1cncc(-c2ccc3nc(NC(=O)NCC(=O)N4CCOCC4)nn3c2)c1,4.729974285699556,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)OC(=O)N1CCC(OCc2nc(-c3ccncc3)no2)CC1,5.43007505555194,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)OC(=O)N1CCC(c2ncc(OCc3ccc(S(C)(=O)=O)cc3)cn2)CC1,4.790285164033242,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)Nc1ccc(Br)cc1,4.369215857410143,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)OC(=O)N1CCN(c2cnc(OCc3ccc(S(C)(=O)=O)cc3)cn2)CC1,3.6720978579357175,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)OC(=O)N1CCN(c2ncc(OCc3c(F)cncc3F)cn2)CC1,4.060697840353612,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)OC(=O)N1CCN(c2ncc(OCc3ccc(S(C)(=O)=O)cc3)cn2)C(C)(C)C1,3.230448921378274,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)OC(=O)N1CCN(c2ncc(OCc3ccc(S(C)(=O)=O)cc3)cn2)CC1,3.505149978319906,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)OC(=O)N1CCN(c2ncc(OCc3ccncc3)cn2)CC1,4.350248018334163,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)OC(=O)N1CCN(c2ncc(OCc3ccncc3C#N)cn2)CC1,4.510545010206612,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)OC(=O)N1CCN(c2ncc(OCc3ccncc3F)cn2)CC1,3.707570176097936,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)OC(=O)N1C[C@@H]2CC[C@H]1CN2c1ncc(OCc2ccc(S(C)(=O)=O)cc2)cn1,3.851258348719076,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)[C@@H](C#N)NC(=O)[C@@H]1CCCC[C@H]1C(=O)N1CCc2[nH]c3ccc(F)cc3c2C1,4.869818207979328,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)c1cc(=O)n(-c2ccccc2)[nH]1,5.84997191232885,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,3.7323937598229686,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(Cc1cccc(CC(=O)NCc2cccc(-c3ccc(O)cc3)c2)c1)NC[C@H](O)c1ccc(O)c(NS(C)(=O)=O)c1,4.759667844689631,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(O)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,5.660011221289331,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,2.9542425094393248,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)/N=c1\cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,2.845098040014257,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)C(=O)Nc1ccc(-c2sc3c(c2CN(C)Cc2ccccc2)c(=O)c(C(=O)c2ccccc2)cn3Cc2c(F)cccc2F)cc1,3.832508912706236,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,4.949877704036875,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)C(NC(=O)c1cnoc1C(C)(C)C)C(=O)c1ccc(C#N)cc1,4.301029995663981,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)CC(C(=O)NCC(=O)CNS(=O)(=O)c1ccccn1)c1cccc(-c2ccccc2)c1,3.0791812460476247,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)CCn1c(Cn2c(=O)n(C3CC3)c(=O)c3ccccc32)nc2cc(CN)ccc21,4.850033257689769,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)CNc1nc(C#N)nc(N2CCOCC2)c1N,4.850033257689769,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)COc1cc(-c2cccc3c(=O)cc(N4CCOCC4)oc23)ccc1NC(=O)CN1CCOCC1,3.544068044350276,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)COc1cc(OC(C)C)cc(C(=O)Nc2ccc(C(=O)O)cn2)c1,5.279894980011638,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1,4.230448921378274,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NCC#N,3.6020599913279625,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)Cn1c(=O)n(C)c(=O)c2c(-c3ccncc3)n(Cc3cccc4ccccc34)nc21,4.110589710299249,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N(C)C)c(Cc3ccccc3C(F)(F)F)sc21,4.480006942957151,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CCC3)c(Cc3ccccc3C(F)(F)F)sc21,4.620136054973758,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Cc3ccccc3C(F)(F)F)sc21,5.73996769675951,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)Cn1c(=O)n(C)c(=O)c2c(SCCCO)c(Cc3cccc4ccccc34)sc21,2.3010299956639813,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)Cn1c(=O)n(C)c(=O)c2c(SCCCO)n(Cc3cccc4ccccc34)cc21,3.361727836017593,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)Cn1c(=O)n(C)c(=O)c2cn(Cc3cccc4ccccc34)cc21,3.0,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)Cn1c2ccccc2c2cc(C(=O)O)ccc21,5.340047317661393,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)Cn1cnc2c(N)nc3ccccc3c21,4.800029359244134,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)N1C(=O)[C@H](NC(=O)[C@@H](Cc2ccccc2OC(F)(F)F)NC(=O)OC(C)(C)C)CCc2ccccc21,3.6989700043360174,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)N1CCN(Cc2cnc(-c3ccc(C(=O)Nc4ccccc4N)cc3)c(C#N)c2)CC1,6.130011949671904,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,2.9542425094393248,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)OC(=O)N1CCC(Oc2ncnc3c2cnn3-c2ccc(S(C)(=O)=O)cc2F)CC1,3.322219294733919,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)OC(=O)c1cn(Cc2c(F)cccc2F)c2sc(-c3ccc(NC(=O)C(C)C)cc3)c(CN(C)Cc3ccccc3)c2c1=O,4.57978359661681,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)Oc1cc(-c2cccc3c(=O)cc(N4CCOCC4)oc23)ccc1NC(=O)CN1CCOCC1,3.6020599913279625,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)Oc1cc(OCCCc2ccccc2)cc(C(=O)Nc2ccc(C(=O)O)cn2)c1,4.260071387985075,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)Oc1cc(OCCN2CCOCC2)cc2ncnc(Nc3c(Cl)ccc4c3OCO4)c12,3.643452676486187,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)Oc1cc(OCCc2ccccc2)cc(C(=O)Nc2ccc(C(=O)O)cn2)c1,4.459392487759231,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)Oc1cc(OCCc2ccncc2)cc(C(=O)Nc2ccc(C(=O)O)cn2)c1,6.029992175377847,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)Oc1cc(OCCc2ccsc2)cc(C(=O)Nc2ccc(C(=O)O)cn2)c1,4.5301996982030825,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)Oc1cc(OCc2ccccc2)cc(C(=O)Nc2ccc(C(=O)O)cn2)c1,4.0,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)Oc1cc(OCc2ccccc2F)cc(C(=O)Nc2ccc(C(=O)O)cn2)c1,4.790285164033242,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)Oc1cc(O[C@@H](C)Cc2ccccc2)cc(C(=O)Nc2ccc(C(=O)O)cn2)c1,3.959041392321093,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)Oc1cc(O[C@@H](C)c2ccccc2)cc(C(=O)Nc2ccc(C(=O)O)cn2)c1,4.949877704036875,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)Oc1cc(O[C@H](C)c2ccccc2)cc(C(=O)Nc2ccc(C(=O)O)cn2)c1,5.049992856920142,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,3.4471580313422194,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)Oc1cccc(NC(=O)c2ccc3cc(C(=N)N)ccc3c2)c1,4.810232517995084,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)S(=O)(=O)C1(c2cc(N3CCOCC3)nc(-c3cccc4[nH]ccc34)n2)CC1,3.1760912590556813,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)c1cc(C(=O)N2Cc3ccc(CN4CCN(C)CC4)cc3C2)c(O)cc1O,4.9698816437465,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)c1ccc2[nH]c3c(c2c1)CN(C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(C#N)CC1)CC3,4.920123326290724,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)c1nc2ccc(-c3ccc(F)cc3)cc2c(=O)n1C[C@H]1CCCN(C(C)C)C1,5.729974285699556,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)c1nnc2ccc(-c3ocnc3-c3cc(F)ccc3F)cn12,5.269979676645324,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)n1c(=O)n(C)c(=O)c2cn(Cc3cccc4ccccc34)cc21,4.369215857410143,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)n1c2ccc(F)cc2c2cc(NC(=O)N3CCOCC3)ccc21,4.540329474790874,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)n1c2ccccc2c2c(F)c(NC(=O)N3CCOCC3)c(F)cc21,3.662757831681574,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)n1c2ccccc2c2cc(NC(=O)N3CCOCC3)ccc21,3.57978359661681,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(F)cc1,4.980003371583746,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccccc1,4.9898945637187735,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(Nc1ncnc2ccccc12)c1ccccc1,5.089905111439398,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(O)(C(=O)Nc1ccc2c(c1)-c1ccccc1S2(=O)=O)C(F)(F)F,3.880813592280792,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(c1cc2ccccc2s1)N(O)C(N)=O,5.639984248041588,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC/C(=C(/c1ccc(O)cc1)c1ccc(/C=C/C(=O)O)cc1)c1ccccc1,3.0,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC/C(=C(\c1ccccc1)c1ccc(/C=C/C(=O)O)cc1)c1ccccc1,3.5185139398778875,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC1(C)C(=O)N(c2ccc(SC(F)(F)F)cc2)C(=O)N1Cc1ccnc(N2CCOCC2)c1,3.4771212547196626,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC1(C)C(=O)N(c2ccc(SC(F)(F)F)cc2)C(=O)N1Cc1ccncc1,4.640481436970422,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC1(C)C=Cc2c(O)nc3ccccc3c2O1,4.829946695941636,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC1(C)CNC(=O)c2sc(N3CCOCC3)nc2C1,5.400019635065158,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21,4.650307523131937,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC1(C)N=C(N)N=C(N)N1c1ccc(Oc2ccc(Cl)cc2)c(Cl)c1,5.569958818096594,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,5.369957607346053,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC1(C)Oc2ncnc(N)c2N=C1c1ccc(C23CC4CC(CC(CC(=O)O)(C4)C2)C3)cc1,4.899820502427096,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC1(C)Oc2ncnc(N)c2N=C1c1ccc([C@H]2CC[C@H](CC(=O)O)CC2)cc1,5.070037866607756,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC1(C)SCCN(S(=O)(=O)c2ccc(Oc3ccncc3)cc2)[C@H]1C(=O)NO,4.8401060944567575,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC1(COc2cc(-c3cccc4c(=O)cc(N5CCOCC5)oc34)ccc2NC(=O)CN2CCOCC2)COC1,4.559906625036112,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC1(COc2ccc3c(c2)ncn3-c2ccc3cccc(N4CCC(N)CC4)c3n2)COC1,3.707570176097936,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC1(c2c(C(=O)NC3C4CC5CC(C4)CC3C5)cnn2-c2ccc(C(=O)O)cc2)CC1,5.820004306808318,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC1(c2nc(N3CCOCC3)ncc2C(=O)N[C@H]2C3CC4CC2C[C@](O)(C4)C3)CC1,5.610021024664145,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,4.60959440922522,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC1C(=O)Nc2ccccc2N1C(=O)c1ccccc1,4.60959440922522,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23,5.889973638403996,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,5.1801258751640535,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1,4.399673721481038,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CCC(=O)N[C@H]1CC[C@@H](C(=O)N(C)c2ccc(-c3nc4ccccc4o3)cc2)C1,4.65991620006985,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CCC(=O)Nc1c(C#N)c2nc3ccccc3nc2n1-c1ccccc1C,4.130333768495007,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,3.3010299956639813,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,3.397940008672037,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CCC(C)(C)NC(=O)Cc1ccc(C)cc1,5.380030247967831,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CCC(CC)CNC(=O)c1ccc2c(c1)c(Cc1ccc(C(=O)NS(=O)(=O)c3ccccc3C)cc1OC)cn2C,4.980003371583746,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CCC(CC)NC(=O)c1cn(-c2ccccc2)nc1NS(=O)(=O)c1ccc(C)cc1,5.240049772112648,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CCC(O)CN1C(=O)C(NC(=O)c2cc3cc(Cl)sc3[nH]2)Cc2ccccc21,3.690196080028514,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CCCCC(CC)CNC(=O)c1ccc2c(c1)c(Cc1ccc(C(=O)NS(=O)(=O)c3ccccc3C)cc1OC)cn2C,3.812913356642856,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,5.950023906523327,train,random,0,,,,,,,,,,,,,,,,,,,,,,
