SMILES,HPPB,dset,group,fold,astrazeneca_log_HPPB_cbert_mlm-bert-100,astrazeneca_log_HPPB_cbert_mlm-bert-30,astrazeneca_log_HPPB_cbert_mlm-bert-60,astrazeneca_log_HPPB_cbert_none-bert-0,astrazeneca_log_HPPB_mlm_mlm-bert-100,astrazeneca_log_HPPB_mlm_mlm-bert-30,astrazeneca_log_HPPB_mlm_mlm-bert-60,astrazeneca_log_HPPB_mlm_none-bert-0,astrazeneca_log_HPPB_mtr_mlm-bert-100,astrazeneca_log_HPPB_mtr_mlm-bert-30,astrazeneca_log_HPPB_mtr_mlm-bert-60,astrazeneca_log_HPPB_mtr_mtr-bert-100,astrazeneca_log_HPPB_mtr_mtr-bert-30,astrazeneca_log_HPPB_mtr_mtr-bert-60,astrazeneca_log_HPPB_mtr_none-bert-0,mlm-bert-100,mlm-bert-30,mlm-bert-60,mtr-bert-100,mtr-bert-30,mtr-bert-60,none-bert-0
CC(C)(C)NC(=O)NCCN1CCC(CNC(=O)c2cc(Cl)cc(Cl)c2)C1,1.955783928916912,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)NC(=O)NCCN1CCC(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1,1.9496339237992624,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)NC(=O)NCCN1CCCC(NC(=O)c2cc(Cl)cc(Cl)c2)C1,1.9876662649262744,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)NC(=O)NCCN1CCN(CC(=O)NC23CC4CC(CC(C4)C2)C3)CC1,1.839603729470837,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)NC(=O)NCCN1CCOC(CNC(=O)c2cc(Cl)cc(Cl)c2)C1,1.97285055584723,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O.O,1.7989267385772014,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,1.995020606124758,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)NCC(O)COc1nsnc1N1CCOCC1,1.6057358938767468,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,1.3577443251803756,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)NS(=O)(=O)c1cncc(-c2ccc3nc(N)nn3c2)c1,1.7989267385772014,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)NS(=O)(=O)c1cncc(-c2ccc3nc(NC(=O)NCC(=O)N4CCCC4)nn3c2)c1,1.826851947820644,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)NS(=O)(=O)c1cncc(-c2ccc3nc(NC(=O)NCC(=O)N4CCOCC4)nn3c2)c1,1.732554579851432,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)OC(=O)N1CCC(OCc2nc(-c3ccncc3)no2)CC1,1.996336518095784,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)OC(=O)N1CCN(c2ncc(OCc3ccncc3)cn2)CC1,1.995766779049974,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)OC(=O)NCCCSC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,1.88303651002768,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)OC(=O)NC[C@H]1CC[C@H](CNC(=O)c2cc(-c3cccc(CN)c3)nc3ccccc23)CC1,1.9939209588012867,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)OC(=O)NC[C@H]1CC[C@H](CNC(=O)c2cc(N3CCC(CCN4CC(O)C4)CC3)nc3ccccc23)CC1,1.9867717342662448,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)Oc1ccc(C(=O)Nc2ccc3sc(CO)nc3c2)cc1,1.9772662124272928,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)S(=O)(=O)N[C@H]1CC[C@H](C(=O)Nc2ccc(C(F)(F)F)cn2)CC1,1.9818638909913504,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)[C@@H](O)C(=O)N1CCC[C@H]1C(=O)NCc1cc(Cl)ccc1CN,1.623352681537992,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,1.996336518095784,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)c1ccc2c(c1)CC[C@H]2NC(=O)Nc1cccc2[nH]ncc12,1.999043499603163,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(Cc1cccc(CC(=O)NCc2cccc(-c3ccc(O)cc3)c2)c1)NC[C@H](O)c1ccc(O)c(NS(C)(=O)=O)c1,1.9976921179417264,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(F)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1,1.97285055584723,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(N)C(=O)N[C@H](COCc1ccc(F)cc1F)C(=O)N1CCC2=NN(CC(F)(F)F)C(=O)[C@]2(Cc2ccccn2)C1,1.8732624594387264,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(N)C(=O)N[C@H](COCc1ccccc1)C(=O)N1CCC2(CC1)CN(S(C)(=O)=O)c1ccccc12,1.885417765110936,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(O)c1ccc(Nc2nc3ccc(C#N)cc3[nH]2)cc1,1.967547976218862,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O,1.994800899294604,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(Oc1ccc(Cl)cc1)C(=O)N1CCN(c2ccccn2)CC1,1.9966429913554724,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)C(=O)Nc1nc(-c2ccccn2)cc2ccccc12,1.9892272737305368,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)C(NC(=O)c1cc(Cl)ccc1C(F)(F)F)C(=O)c1ccc(C#N)cc1,1.988469770209876,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)C(NC(=O)c1cc(Cl)ccc1C(F)(F)F)C(=O)c1ccc([N+](=O)[O-])cc1,1.994800899294604,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)C(NC(=O)c1ccccc1)C(=O)c1ccc(C#N)cc1,1.957703041548832,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)C(NC(=O)c1ccccc1)C(=O)c1ccc(F)cc1,1.9777693180915743,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)C(NC(=O)c1ccccc1)C(=O)c1ccc([N+](=O)[O-])cc1,1.9814561665221264,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)CCOc1ccc(N)cc1,1.9696022648485392,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)COc1ccc(-c2cc(O)nc(N)n2)cc1C#N,1.9818638909913504,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)COc1cccc(/C=C2\SC(=O)NC2=O)c1N1CCC[C@@H](N)C1,1.994800899294604,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)C[C@H](CO)Nc1nc(SCc2cccc(C#N)c2)nc2nc(N)sc12,1.996248914569132,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)C[C@H](CO)Nc1nc(SCc2ccccc2)nc2[nH]c(=O)sc12,1.999130541287371,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)C[C@H](CO)Nc1nc(SCc2ccccc2)nc2nc(N)sc12,1.998084887936556,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)C[C@H](CO)Nc1nc(S[C@@H](C)c2ccccc2)nc2[nH]c(=O)sc12,1.9995654882259823,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)C[C@H](CO)Nc1nc(S[C@@H](C)c2ccccc2F)nc2nc(N)sc12,1.999522013128904,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,1.9387698227831167,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)Cc1c(C(=O)C(N)=O)c2c(OCC(=O)NS(C)(=O)=O)cccc2n1Cc1ccccc1,1.988960070390338,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)Cc1c(C(=O)C(N)=O)c2c(OCC(=O)O)cccc2n1Cc1ccccc1,1.986189299736824,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)Cc1nn(C)c(=O)c2c(SCCCO)n(Cc3cccc4ccccc34)cc12,1.998825819040286,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)Cn1c(=O)n(C)c(=O)c2c(-c3ccncc3)n(Cc3cccc4ccccc34)nc21,1.9945810812598948,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC(C)(O)C3)c(Cc3ccccc3C(F)(F)F)sc21,1.9689496809813425,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Cc3c[nH]c4ccccc34)sc21,1.961231197044663,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Cc3ccnc4ccccc34)sc21,1.8098289610678864,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Oc3cccc4ccccc34)sc21,1.996861768490673,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3C[C@H](O)CO3)c(Cc3c[nH]c4ncccc34)sc21,1.878234468675044,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3C[C@H](O)CO3)c(Cc3ccccc3C(F)(F)F)sc21,1.9767625232674608,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)Cn1c(=O)n(C)c(=O)c2c(SCCCO)c(Cc3cccc4ccccc34)sc21,1.9995654882259823,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,1.5236164190543708,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)N(CCCNC(=O)Nc1ccc(C(C)(C)C)cc1)C[C@H]1O[C@@H](n2ccc3c(N)ncnc32)[C@H](O)[C@@H]1O,1.9026554752179257,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)N(CCCNC(=O)Nc1ccc(C(C)(C)C)cc1)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,1.8544882250444303,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)N(CCCNC(=O)OCc1ccccc1)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,1.82020145948564,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)N1C(=O)[C@H](NC(=O)[C@@H](Cc2ccccc2OC(F)(F)F)NC(=O)OC(C)(C)C)CCc2ccccc21,1.998695158311656,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)N1CCC(N(C(=O)Cc2ccccc2)c2ccc(Cl)cc2)CC1,1.8515640822634885,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)N1CCN(Cc2cnc(-c3cc(-c4cccc5[nH]ccc45)cc4[nH]ncc34)o2)CC1,1.9867717342662448,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)NC(=O)c1cc2c(-n3ccc(C(F)(F)F)n3)c(-c3cncc(C(=O)O)c3)cnc2[nH]1,1.887673552454448,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)NC(=O)c1ccc2c(Nc3ccc(Cl)cc3)nc(N3CCOCC3)nc2c1,1.997779430865604,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)NC(=O)c1cnc(N2CCC(N3C(=O)OCc4ccccc43)CC2)c(Cl)c1,1.9975611156335884,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)NC(=O)c1nn(-c2ccc(Cl)cc2)c(=O)c2c(N)scc12,1.995679060511622,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,1.440121603187804,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)NC[C@H](O)COc1cccc2ccccc12,1.934750874663579,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)Nc1nc(NCc2ccccc2)c2sccc2n1,1.9987387162558177,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)Oc1cc(-n2cnc3ccc(N[C@@H](C)c4ccc(F)cn4)nc32)n[nH]1,1.9740047968974144,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)Oc1cc(-n2cnc3ccc(N[C@@H](CO)c4ccc(F)cn4)nc32)n[nH]1,1.962937288430002,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)Oc1cc(-n2cnc3cnc(N[C@@H](C)c4ncc(F)cn4)nc32)n[nH]1,1.839603729470837,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)Oc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)nc(OC(CO)CO)c2Cl)n[nH]1,1.915874502857692,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)Oc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Cl)n[nH]1,1.948510768837657,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)Oc1cc(Nc2nc3c(cc2F)ncn3[C@@H](CO)c2ccc(F)cn2)n[nH]1,1.9772662124272928,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)Oc1cc2ncc(C(N)=O)c(Nc3ccc(Cl)c(Cl)c3)c2cc1N1CCN(C)CC1,1.995679060511622,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)Oc1cc2ncc(C(N)=O)c(Nc3ccc(F)cc3F)c2cc1N1CCN(C)CC1,1.992509335067776,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)Oc1cc2ncc(C(N)=O)c(Nc3cccc(Cl)c3F)c2cc1N1CCN(C)CC1,1.9782718416106355,train,random,0,,,,,,,,,,,,,,,,,,,,,,
CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,1.9976921179417264,train,random,0,,,,,,,,,,,,,,,,,,,,,,
