SMILES,ppb_r,dset,group,fold,adme_ppb_r_cbert_mlm-bert-100,adme_ppb_r_cbert_mlm-bert-30,adme_ppb_r_cbert_mlm-bert-60,adme_ppb_r_cbert_none-bert-0,adme_ppb_r_mlm_mlm-bert-100,adme_ppb_r_mlm_mlm-bert-30,adme_ppb_r_mlm_mlm-bert-60,adme_ppb_r_mlm_none-bert-0,adme_ppb_r_mtr_mlm-bert-100,adme_ppb_r_mtr_mlm-bert-30,adme_ppb_r_mtr_mlm-bert-60,adme_ppb_r_mtr_mtr-bert-30,adme_ppb_r_mtr_none-bert-0,adme_ppb_r_sbert_mlm-bert-100,adme_ppb_r_sbert_mlm-bert-30,adme_ppb_r_sbert_mlm-bert-60,adme_ppb_r_sbert_none-bert-0,mlm-bert-100,mlm-bert-30,mlm-bert-60,mtr-bert-100,mtr-bert-30,mtr-bert-60,none-bert-0
C[C@@H]1c2nnn(-c3ncc(F)cn3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,1.240049772,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccccc1-c1cc(NC(=O)c2cccc(N3CCNC3=O)c2)[nH]n1,-0.742321425,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Nc1ncc(-c2cccc(C(F)(F)F)c2)c(C2CCCCN2C(=O)c2ccccc2)n1,0.137354111,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1cccc(-c2nncn2C2CC2)c1)c1cc(-n2cnc(C3CC3)c2)ccn1,0.611935625,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Fc1ccccc1-c1c[nH]nc1C1CCCN1Cc1ccc2ncccc2c1,0.460897843,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1nccc(-c2cn(Cc3ccccc3)c3cnccc23)n1,1.207445854,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CCc1nc(C)cn2nc(-c3cc(=O)n4cc(C5CCN(C)CC5)cc(C)c4n3)cc12,0.593618308,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1c(Cl)ccc2cc3n(c12)[C@@H](C)CNC3=O,0.696793085,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2[C@@H]1CCCNC1,0.846275242,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1nnc(CN(C)CC(C)Oc2ccc(Cl)c(Cl)c2)n1C,1.114444172,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
COc1nn(C)cc1C(=O)Nc1cccc(-c2cnc3n2CCC3)c1,0.685562611,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ncc(CN2CC[C@@H](Nc3cncc(Cl)n3)[C@@H](C)C2)s1,1.264227348,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(C(=O)N2CCC(Cc3ccccc3-c3ccccc3)(C(=O)N(C)C)CC2)s1,-0.590066877,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,1.747124255,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CN(C)C(=O)C1(Cc2ccccc2-c2ccccc2)CCN(C(=O)C2CCCO2)CC1,1.265713811,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1ccc(C(=O)N2CCCCC2c2nc(N)ncc2-c2ccc(Cl)cc2)cc1,0.549861188,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CN(c2ccc(Nc3nccc(C(F)(F)F)n3)cn2)CCN1,1.433497815,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
O=C1NCCN(C(=O)c2ccc3nccn3c2)C1c1ccccc1C(F)(F)F,1.801527189,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(F)ccc1C1C(=O)NCCN1C(=O)c1ccc2nccn2c1,1.950724994,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
O=C1NCCN(C(=O)c2ccncc2)C1c1ccccc1Cl,1.868168158,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
C[C@H]1CN(C(=O)CC(c2ccccc2)c2ccccc2)C[C@@H](C)O1,0.718335579,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CN1[C@H]2CC[C@@H]1C[C@@H](OC(c1ccccc1)c1ccccc1)C2,1.180842415,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)C(=O)N1CCC(Cc2ccc(-c3cccs3)cc2)(C(=O)N2CCCC2)CC1,0.008174184,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
OC[C@H](Nc1cncc(-c2ccc3[nH]ncc3n2)c1)c1ccccc1,1.024690862,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
OCC1CCCCN1Cc1ccc(Cl)c(Cl)c1,1.484982782,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)N1CCN(c2nc(C(F)(F)F)nc3sc(C)c(C)c23)CC1,0.624282096,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccccc1C(=O)Nc1ccc2cc[nH]c2c1,0.571825249,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
c1ccc(Oc2cccc(CN(CCN3CCOCC3)Cc3cccnc3)c2)cc1,0.142389466,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc([C@H]2CN(C(C)=O)[C@@H]3CCCN(Cc4cccc(F)c4)[C@H]23)cc1,0.594060901,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1c(C(=O)NCCCN(C)C)sc2ncnc(Nc3ccc(F)cc3OC(C)C)c12,0.966376423,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
OCC1CCCCN1Cc1ccc(-c2ccccc2)cc1,1.394924244,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Nc1ncc(C(=O)NC2CN(C(=O)C3CC3)C2)c2ccc(-c3cccc(F)c3)nc12,0.38219721,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1nnc(-c2ccc3occ(-c4ccc(S(C)=O)cc4)c3c2)o1,1.077985291,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccc2ccccc2n1)c1ccc(N2CCOC2=O)cc1,0.069298012,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
O=C(CCNC(=O)c1ccc(OC(F)(F)F)cc1)N[C@@H]1CCCc2ccccc21,0.630427875,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,1.844321821,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CCN1CCN(S(=O)(=O)Cc2ccc(Cl)c(Cl)c2)CC1,1.071845201,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,1.601853652,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CCn1c(CO)nn(-c2cc(O[C@@H](C)C(F)(F)F)c(C(=O)Nc3c(F)cccc3Cl)cc2F)c1=O,0.876910311,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CCN(C/C=C\c1ccc(C2CCCCC2)c(Cl)c1)C1CCCCC1,-0.266802735,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
NCCN1CCN(C/C=C/C(=O)N2CCC[C@@H](n3nc(-c4ccc(Oc5ccccc5)cc4)c4c(N)ncnc43)C2)CC1,0.686814955,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cn1c(C2CC2)nc2c1CCN(c1ncnc3ccsc13)C2,1.192985379,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,-0.341988603,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
COc1nn(C)cc1C(=O)Nc1cccc2cnccc12,1.58945809,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CNC(=O)C1(Cc2ccc(-c3ccncc3)cc2)CCN(Cc2cccc(F)c2)C1,0.715167358,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ncc(CN2CCC(Nc3ccc4nnnn4n3)C(C)C2)s1,1.579154557,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1nc(Nc2nccs2)cc(C2CN(c3ncccn3)C2)n1,0.374565061,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(Nc2c(C#N)cnc3cc(OC)c(OC)cc23)cc1Cl,0.115943177,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(CCCN2CCN(c3cnn(C)c3)C(=O)C2)cc1F,1.308414999,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1noc(C(C)C)c1C(=O)N1CC(C)OC(c2ccccc2)C1,1.111934276,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CN(Cc1ccccc1)C1(C(=O)N2CCNC(=O)CC2)Cc2ccccc2C1,0.912806393,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1c(F)cccc1NC(=O)CN1[C@H]2CCCC(=O)N[C@@]2(C)C[C@H]1Cc1ccccc1,0.925312092,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(NC(=O)CN2[C@H]3CCCC(=O)N[C@@]3(C)C[C@H]2Cc2ccccc2)cc1F,0.360971884,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CN(C)C(=O)C1(Cc2ccccc2-c2cccc(F)c2)CCN(C(=O)C2CC=CCC2)CC1,0.142702246,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
COCC(=O)N1CCC(Cc2ccccc2-c2cccc(F)c2)(C(=O)NC(C)C)CC1,1.076967952,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(CNC(=O)c2sc3nc(C)cc(C)c3c2N)cc1,-0.18243463,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
C#C[C@@](C)(CC)NC(=O)c1cc(F)cnc1NC1CC(F)(F)C1,0.850278553,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cn1cc(Nc2nc(N)nc(-c3cccc(-n4ccc5cc(C6CC6)cc(F)c5c4=O)c3CO)n2)cn1,0.581038949,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,-0.204119983,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CNC(=O)C1(Cc2ccc(-c3cccnc3)cc2)CCN(Cc2ccc(F)cc2)C1,0.918868743,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CNC(=O)C1(Cc2ccc(-c3cccnc3)cc2)CCN(Cc2cccc(F)c2)C1,0.531095547,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1ncc(CN2CCCC[C@@H]2C)s1,1.923109252,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CCCC[C@@H]2[C@H](C[C@@H](Cc3ccccc3F)N2C(=O)c2cccc3ncccc23)N1,1.348966512,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,-0.063486258,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CC(O)(C#Cc1ccc2c(c1)N(c1nc(N)ncc1Cl)CC2)c1nccs1,0.275311355,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H]1Cc2ccccc2N1C(=O)Cn1nc(-c2cccc3ncccc23)oc1=O,0.360404055,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Nc1ncnc2c1c(-c1cnc3[nH]ccc3c1)nn2C1CCCC1,0.780605306,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1cnccc1-c1ccc(Cl)cc1)c1ccnc(NC(=O)C2CC2)c1,0.847634344,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(Nc2cnccn2)cc(C2CCCN(CC(=O)N3CCCC3)C2)n1,1.632416797,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccnc1Nc1cccc(C2CCCN(CC(=O)Nc3nccs3)C2)n1,0.637289548,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CN(C)C(=O)C1(Cc2ccccc2-c2ccccc2)CCN(C(=O)c2cnn(C)c2)CC1,1.146840934,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)CC(=O)C2=C(C1)NC(=O)CC2c1ccc(Br)cc1,0.944630702,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CN1CCN(S(=O)(=O)c2ccc(-c3cnc(N)c(C(=O)Nc4cccnc4)n3)cc2)CC1,0.915558115,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CNC(=O)C1(Cc2ccc(-c3cccnc3)cc2)CCN(Cc2ccccc2Cl)C1,0.273695588,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,0.628286731,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc2ncnc(Nc3cccc(O)c3)c2cc1OC,0.650307523,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)c2c(N)c(C(=O)NCc3ccc(Cl)cc3)sc2n1,-0.185752404,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
COCCNC(=O)c1ccnc(C2CCNCC2)c1,2.0,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
COc1nc2sc(C(=O)NC3CC3)c(N)c2c(C)c1Cl,0.452093249,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CC1(CNC(=O)c2cncc(C3CCNCC3)n2)CCCO1,1.960042456,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(N2CCCC2)nc(C2CCCN(C)C2)n1,1.861522463,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
O=C1NCCSc2c1sc1ccc(O)cc21,1.164679941,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CCn1cc(C(=O)O)c(=O)c2c(N)c(F)c(NC3CCCCC3)cc21,0.426673888,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,1.371880249,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,1.65850745,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)Cc2cc(NC(=O)c3cnn4cccnc34)c(OCC3CC3)nc2O1,0.38219721,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
COCCc1ccc(OCC(O)CNC(C)C)cc1,2.0,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,1.855513099,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cccc4c(O)c5cccc(OC)c5nc34)cc1)CC2,-1.292429824,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
C=CCc1ccccc1OCC(O)CNC(C)C,1.496029699,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Nc1nc(=O)c2ncn(COCCO)c2[nH]1,1.850860573,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,2.0,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CCCc1nc2nc(C)c(NS(=O)(=O)c3ccc(C4CCCCC4)cc3)c(O)n2n1,-0.137272472,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc([C@H]2c3[nH]c4ccc(Cl)cc4c3CCN2C(=O)Oc2ccc(Cl)cc2)cc1,1.754608223,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
NC(=O)C1(Cc2ccc(-c3ccncc3)cc2)CCN(C(=O)Cc2cccc(F)c2)CC1,1.058463986,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1ccc(O)cc1,1.916985305,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
O=C(NC1CCNCC1)c1ccc2[nH]ncc2c1,1.92695435,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(/C=N/Nc2cc(N3CCOCC3)nc(OCCc3ccccn3)n2)c1,-0.27572413,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CCn1c(=O)oc2cc(NC(=O)c3ccc(C(C)(C)C)cc3)ccc21,0.180412633,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(OC[C@@H]2c3cc(OC)c(OC)cc3CCN2C(=O)c2cccc(Cl)c2)cc1,0.232233521,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
N#Cc1ccc(COc2cccc(C3CCN(Cc4nc5ccc(C(=O)O)cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,0.312177356,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)[C@H](CO)Nc1nc(Nc2cc(N)cc(Cl)c2)c2ncn(C(C)C)c2n1,-0.099086932,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
O=C(NC1CCNCC1)c1ccc2cn[nH]c2c1,1.70808081,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)OC(=O)N1CCCC1C(=O)N1CCC(C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)O)CC1,1.842553077,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1cccc2c(=O)cc(-c3nnn[nH]3)oc12)c1ccc(OCCCCc2ccccc2)cc1,0.77224834,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1ncc(C(=O)O)s1,1.854123782,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(-c2nc(C34CCC(C(N)=O)(CC3)CC4)[nH]c2-c2ccc3c(c2)OCO3)n1,0.21031852,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc2nc(-c3cc(F)ccc3O)nc(N[C@@H]3CNC[C@H]3C(C)(C)O)c2cc1OC.Cl,-0.823908741,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)(O)CCn1cc2cc(NC(=O)c3cccc(C(F)(F)F)n3)c(C(C)(C)O)cc2n1,1.092264361,test,random,0,0.31529784334999983,0.38709722454,0.7301210657300002,0.17379161289999995,0.7151329656800002,0.6906260343900001,0.4878324747300001,0.33771870805,0.7131865873600001,0.6508675900600001,0.6307737837000004,0.5404025960299998,0.05761506121999999,0.30997511842000003,0.5155451832599999,0.35509855558,0.19154912930999998,0.7844076407,0.7022738149400002,0.6360961359900003,0.23516419776999997,0.74794401286,0.5910490912500002,0.47471238927000037
CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,2.0,test,random,0,0.6362962596200002,0.9263808046700005,0.9895962017899999,0.6386700956200001,0.7179577081000003,0.9832049478499999,0.8848201134800004,0.42529819334,0.8582826106100004,1.21904446097,0.9865372410100001,1.0572942587300005,0.4943706160899999,0.9101102180400003,1.15681295611,1.1749022492500003,0.5745848744300001,0.7689478005200001,0.9539134535900001,1.03644587008,1.1354526614200002,1.1224226972500002,1.0631031055800007,0.5407615579199999
CCn1c(-c2nonc2N)nc2cnc(Oc3cccc(NC(=O)c4ccc(OCCN5CCOCC5)cc4)c3)cc21,-0.325138859,test,random,0,0.3485240163100002,0.3869094968200001,0.3275480175999999,0.12199013958999996,0.6999654883300004,0.45063725674999994,0.46923421372000007,0.6335138532700002,0.10355983868000002,0.32291368358000005,-0.006300952749999982,0.1295329557,0.25388338681,0.4282798121800001,0.4878896450500001,0.4749755853200004,0.4678605165100001,0.5470789135599999,0.4604282222200001,0.4593374364900005,0.16134801462999998,0.28439669031000014,0.18372338464,0.5199457487700001
Cc1c[nH]c2nccc(Oc3c(F)cc(Nc4cc(Cl)nc(N)n4)cc3F)c12,-0.68613278,test,random,0,0.48071832842000034,0.4291162525699999,0.48067250454000027,0.7561474855000003,0.46755324929000003,0.5806305895,0.4441953100400001,0.6610422310200004,0.2578254298099998,0.2576223707399999,0.25495985751,0.24658438586000003,0.6006678462899997,0.5274489548099999,0.3322685149499998,0.05812121343000002,0.6341320193,0.5194401488100003,0.6010800257800001,0.33792932407000004,0.523075888,0.4122948733500001,0.3993854895800002,0.6117190293100001
Fc1ccc(-c2ccc3c(c2)[nH]c2ccncc23)cn1,0.640978057,test,random,0,1.0741381466900004,0.94101577753,1.0776834901299999,1.1246602645299997,1.0336059239499997,0.8241484032100003,1.3222398108700006,1.2112932156,1.1953042102400007,1.178243528410001,1.14863859011,0.8319405721899994,1.3680530832500002,1.5408785334900004,1.3658495158599997,1.27358638994,1.2963070557900003,0.9859255392900005,0.9687494785799998,1.0718475661100006,0.9604448468300001,1.0214261009800003,0.9502237586900004,1.19751466258
Cn1cc(Nc2nccc(N3CC4CCC(C3)N4C(=O)[C@@H]3CC3(F)F)n2)cn1,1.786412441,test,random,0,0.7652667293600004,0.8074411179900003,0.7458949368399997,0.6283911691,0.6974774445300003,0.5228220398900001,0.9195568777400003,0.5784658909399999,1.14610141898,0.9566730781499999,0.8762638248000001,1.0223198596800003,0.24499197679999982,0.35593163660000005,0.3625308064199998,0.3922295985199999,0.47728051713999975,0.7011697945200004,0.6337674381000001,0.6055605755100002,0.9407204719499996,0.6918772831800001,1.15302789672,0.71993279179
