SMILES,ppb_h,dset,group,fold,adme_ppb_h_cbert_mlm-bert-100,adme_ppb_h_cbert_mlm-bert-30,adme_ppb_h_cbert_mlm-bert-60,adme_ppb_h_cbert_none-bert-0,adme_ppb_h_mlm_mlm-bert-100,adme_ppb_h_mlm_mlm-bert-30,adme_ppb_h_mlm_mlm-bert-60,adme_ppb_h_mlm_none-bert-0,adme_ppb_h_mtr_mlm-bert-100,adme_ppb_h_mtr_mlm-bert-30,adme_ppb_h_mtr_mlm-bert-60,adme_ppb_h_mtr_mtr-bert-30,adme_ppb_h_mtr_none-bert-0,adme_ppb_h_sbert_mlm-bert-100,adme_ppb_h_sbert_mlm-bert-30,adme_ppb_h_sbert_mlm-bert-60,adme_ppb_h_sbert_none-bert-0,mlm-bert-100,mlm-bert-30,mlm-bert-60,mtr-bert-100,mtr-bert-30,mtr-bert-60,none-bert-0
C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,1.991815076,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CN(C)C(=O)C1(Cc2ccccc2-c2ccccc2)CCN(C(=O)C2CCCO2)CC1,0.902546779,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1ccc(C(=O)N2CCCCC2c2nc(N)ncc2-c2ccc(Cl)cc2)cc1,0.596926814,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1ccc(C(=O)N2CCCCC2c2nc(N)ncc2-c2cccc(Cl)c2)cc1,0.520483533,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
O=C1NCCN(C(=O)c2ccc3nccn3c2)C1c1ccccc1C(F)(F)F,1.851001366,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(F)ccc1C1C(=O)NCCN1C(=O)c1ccc2nccn2c1,1.78096503,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
O=C1NCCN(C(=O)c2ccncc2)C1c1ccccc1Cl,1.876996793,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
C[C@H]1CN(C(=O)CC(c2ccccc2)c2ccccc2)C[C@@H](C)O1,1.188253327,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)C(=O)N1CCC(Cc2ccc(-c3cccs3)cc2)(C(=O)N2CCCC2)CC1,-0.1837587,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
OC[C@H](Nc1cncc(-c2ccc3[nH]ncc3n2)c1)c1ccccc1,1.017826038,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
OCC1CCCCN1Cc1ccc(Cl)c(Cl)c1,1.390069186,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)N1CCN(c2nc(C(F)(F)F)nc3sc(C)c(C)c23)CC1,0.13481437,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccccc1C(=O)Nc1ccc2cc[nH]c2c1,0.505149978,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
c1ccc(Oc2cccc(CN(CCN3CCOCC3)Cc3cccnc3)c2)cc1,-0.222573178,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc([C@H]2CN(C(C)=O)[C@@H]3CCCN(Cc4cccc(F)c4)[C@H]23)cc1,0.595385981,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
OCC1CCCCN1Cc1ccc(-c2ccccc2)cc1,1.368007805,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)CC(Oc2ccc(-c3ccc(-c4cn[nH]c4)cc3O)nn2)CC(C)(C)N1,1.199947058,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1nnc(-c2ccc3occ(-c4ccc(S(C)=O)cc4)c3c2)o1,0.193402903,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ncsc1C(=O)N1CCCCC1c1nc(N)ncc1-c1cccc(C(F)(F)F)c1,0.615318657,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccc2ccccc2n1)c1ccc(N2CCOC2=O)cc1,0.449015316,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
O=C(CCNC(=O)c1ccc(OC(F)(F)F)cc1)N[C@@H]1CCCc2ccccc21,0.526080692,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,1.892077899,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccoc23)c1,0.146128036,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CCN1CCN(S(=O)(=O)Cc2ccc(Cl)c(Cl)c2)CC1,1.249124949,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CCn1c(CO)nn(-c2cc(O[C@@H](C)C(F)(F)F)c(C(=O)Nc3c(F)cccc3Cl)cc2F)c1=O,0.975753389,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CCN(C/C=C\c1ccc(C2CCCCC2)c(Cl)c1)C1CCCCC1,-0.853871964,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cn1c(C2CC2)nc2c1CCN(c1ncnc3ccsc13)C2,1.237065953,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,-0.580044252,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
COc1nn(C)cc1C(=O)Nc1cccc2cnccc12,1.504729052,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CNC(=O)C1(Cc2ccc(-c3ccncc3)cc2)CCN(Cc2cccc(F)c2)C1,1.10503305,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ncc(CN2CCC(Nc3ccc4nnnn4n3)C(C)C2)s1,1.652285029,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1nc(Nc2nccs2)cc(C2CN(c3ncccn3)C2)n1,0.444669231,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(Nc2c(C#N)cnc3cc(OC)c(OC)cc23)cc1Cl,-0.033858267,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(CCCN2CCN(c3cnn(C)c3)C(=O)C2)cc1F,1.343408594,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1noc(C(C)C)c1C(=O)N1CC(C)OC(c2ccccc2)C1,1.180469962,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1c(F)cccc1NC(=O)CN1[C@H]2CCCC(=O)N[C@@]2(C)C[C@H]1Cc1ccccc1,0.595275712,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,-1.180456064,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
O=S(=O)(c1cccc2c(O)nccc12)N1CCCNCC1,1.850223373,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CN(C)C(=O)C1(Cc2ccccc2-c2cccc(F)c2)CCN(C(=O)C2CC=CCC2)CC1,-0.104025268,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
COCC(=O)N1CCC(Cc2ccccc2-c2cccc(F)c2)(C(=O)NC(C)C)CC1,0.596597096,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(CNC(=O)c2sc3nc(C)cc(C)c3c2N)cc1,-0.356547324,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
C#C[C@@](C)(CC)NC(=O)c1cc(F)cnc1NC1CC(F)(F)C1,0.671265433,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cn1cc(Nc2nc(N)nc(-c3cccc(-n4ccc5cc(C6CC6)cc(F)c5c4=O)c3CO)n2)cn1,0.850401148,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,0.01745073,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CNC(=O)C1(Cc2ccc(-c3cccnc3)cc2)CCN(Cc2ccc(F)cc2)C1,1.021602716,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CNC(=O)C1(Cc2ccc(-c3cccnc3)cc2)CCN(Cc2cccc(F)c2)C1,0.829753919,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CCCC[C@@H]2[C@H](C[C@@H](Cc3ccccc3F)N2C(=O)c2cccc3ncccc23)N1,1.277998644,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,0.106870544,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CC(O)(C#Cc1ccc2c(c1)N(c1nc(N)ncc1Cl)CC2)c1nccs1,-0.122628654,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
COCCc1noc(CN2CC(c3ccccc3)(c3ccccc3)CCC2=O)n1,1.167051359,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1oc2ccccc2c1CNc1nnc(-c2ccncc2)o1,0.717254313,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H]1Cc2ccccc2N1C(=O)Cn1nc(-c2cccc3ncccc23)oc1=O,0.224014811,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Nc1ncnc2c1c(-c1cnc3[nH]ccc3c1)nn2C1CCCC1,0.862608364,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1cnccc1-c1ccc(Cl)cc1)c1ccnc(NC(=O)C2CC2)c1,0.369957607,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CC1CN(C(=O)c2cccnc2N2CCOCC2)CC(c2ccccc2)O1,1.573185017,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,0.439332694,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CN(C)C(=O)C1(Cc2ccccc2-c2ccccc2)CCN(C(=O)c2cnn(C)c2)CC1,1.041353202,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)CC(=O)C2=C(C1)NC(=O)CC2c1ccc(Br)cc1,1.159236233,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CN1CCN(S(=O)(=O)c2ccc(-c3cnc(N)c(C(=O)Nc4cccnc4)n3)cc2)CC1,1.078638038,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(N2CCCC2c2cc(CCC(=O)O)cc(C)n2)ncn1,2.0,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,0.969835093,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
O=C(CN1CCCC(c2cccc(Cc3cccc(F)c3)n2)C1)N1CCCC1,1.062130535,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)c2c(N)c(C(=O)NCc3ccc(Cl)cc3)sc2n1,-0.370590401,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
COCCNC(=O)c1ccnc(C2CCNCC2)c1,2.0,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
COc1nc2sc(C(=O)NC3CC3)c(N)c2c(C)c1Cl,0.245512668,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CC1(CNC(=O)c2cncc(C3CCNCC3)n2)CCCO1,1.988550039,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(N2CCCC2)nc(C2CCCN(C)C2)n1,2.0,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
C[C@H]1CN(C2COC2)CCN1c1ccc(Nc2cc(-c3ccnc(N4CCn5c(cc6c5CC(C)(C)C6)C4=O)c3CO)cn(C)c2=O)nc1,1.209139536,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(Oc4ccnc(C(=O)NC)c4)cc3)ncc2F)c1,-0.403402904,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
C=CC(=O)N(C)CCOc1c(N)ncnc1-c1cc(F)cc(NC(=O)c2ccc(C3CC3)cc2F)c1C,0.838502776,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CC#CC(=O)N1CCC[C@@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,0.975868182,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)NCCNc1cc(Cl)nn2c(-c3cccc(S(=O)(=O)N(C)C)c3)c(C)nc12,0.681693392,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1c[nH]c(=O)n1-c1ccc(C(=O)Nc2ccc3ccccc3n2)cc1,0.639386869,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CNC(=O)c1cccc(NC(=O)N2CCC(Oc3ccccc3Cl)CC2)c1,1.068760828,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(OCC(=O)Nc2cccc(Cl)c2N2CCN(C(C)=O)CC2)cc1,0.700790221,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
c1ccc(-c2ccc(CN3CCCCCCC3)cc2)cc1,-0.614393726,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(Oc2ccc(Cl)cc2NC(=O)CN(C)CC(=O)N(C)C)cc1,-0.053056729,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)Cc2cc(NC(=O)c3cnn4cccnc34)c(OCC3CC3)nc2O1,-0.199970641,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
N#Cc1cc(F)c(NS(=O)(=O)c2c[nH]c3cc(Cl)ccc23)cc1F,-0.026872146,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cccc4c(O)c5cccc(OC)c5nc34)cc1)CC2,-1.207608311,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CCCc1nc2nc(C)c(NS(=O)(=O)c3ccc(C4CCCCC4)cc3)c(O)n2n1,-0.218963061,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc([C@H]2c3[nH]c4ccc(Cl)cc4c3CCN2C(=O)Oc2ccc(Cl)cc2)cc1,1.51293775,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
NC(=O)C1(Cc2ccc(-c3ccncc3)cc2)CCN(C(=O)Cc2cccc(F)c2)CC1,1.006508828,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
O=C(NC1CCNCC1)c1ccc2[nH]ncc2c1,1.842696589,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(/C=N/Nc2cc(N3CCOCC3)nc(OCCc3ccccn3)n2)c1,-0.548213564,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CCn1c(=O)oc2cc(NC(=O)c3ccc(C(C)(C)C)cc3)ccc21,0.21005085,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(OC[C@@H]2c3cc(OC)c(OC)cc3CCN2C(=O)c2cccc(Cl)c2)cc1,-0.116906641,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
N#Cc1ccc(COc2cccc(C3CCN(Cc4nc5ccc(C(=O)O)cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,0.402433346,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)[C@H](CO)Nc1nc(Nc2cc(N)cc(Cl)c2)c2ncn(C(C)C)c2n1,-0.061980903,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
O=C(NC1CCNCC1)c1ccc2cn[nH]c2c1,2.0,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1cccc2c(=O)cc(-c3nnn[nH]3)oc12)c1ccc(OCCCCc2ccccc2)cc1,0.582744966,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1ncc(C(=O)O)s1,1.81935965,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(-c2nc(C34CCC(C(N)=O)(CC3)CC4)[nH]c2-c2ccc3c(c2)OCO3)n1,1.02011257,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc2nc(-c3cc(F)ccc3O)nc(N[C@@H]3CNC[C@H]3C(C)(C)O)c2cc1OC.Cl,-1.119186408,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1nnc(-c2ccc(N3CCC(Oc4cc(F)ccc4Cl)CC3)nn2)o1,0.161068385,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cn2nc(-c3cc(=O)n4cc(N5CCNC6(CC6)C5)ccc4n3)cc(C)c2n1,0.985246791,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(OCC2(O)CCN(CC3(O)CCN(c4ccccc4C)CC3)CC2)cc1,-0.040481623,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CN(C(=O)c1cc(N2CCNC2=O)ccc1F)C1CCNC1,1.885728632,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1cccc(N2CCNC2=O)c1)C1NCC12CCCC2,1.718202645,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
NCC1CCCC1NC(=O)c1cc(N2CCNC2=O)ccc1F,1.87495702,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cn1c(-c2n[nH]c3c2CCCC3)nnc1N1CCC2(CNC(=O)C2)C1,1.792986685,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
Cc1nnc(-c2ccc(N3CCC(Oc4ccccc4C(F)(F)F)CC3)nn2)s1,-0.906578315,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)c1ccc(C(O)CN2CCC(O)(c3ccc4c(c3)OCO4)CC2)cc1,0.779018972,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
NC[C@H]1CC[C@@H](C(=O)Nc2ccc3[nH]ncc3c2)O1,1.981999714,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CN(C(=O)c1cc(N2CCNC2=O)ccc1F)C1CCC(N)CC1,1.828717885,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
NC1CCCC1C(=O)N1CCC(c2c[nH]c3ncccc23)CC1,1.71701274,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
NC1CCCC(C(=O)Nc2ccc3[nH]ncc3c2)C1,2.0,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
NC1CC(NC(=O)c2ccc(-c3cn[nH]c3)cn2)C12CCC2,1.709702344,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
NC1CCC(C(=O)N2CCC(c3c[nH]c4ncccc34)CC2)C1,1.917395215,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
NC1CCCC(C(=O)N2CCC(c3c[nH]c4ncccc34)CC2)C1,1.752816431,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
O=C(NC12CCCC1NCC2)c1ccc(-c2cn[nH]c2)cc1,2.0,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccc(CN2CCCCC2)cc1)c1ccnc2[nH]cnc12,1.767526899,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
CCc1c[nH]c2ncnc(N3CCC(CN4CCN(C)CC4)CC3)c12,1.728012707,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
NC(=O)c1cnc(N2CCc3[nH]nc(C(F)(F)F)c3C2)c(Cl)c1,0.986009932,train,random,0,,,,,,,,,,,,,,,,,,,,,,,,
